X;Y;OBJECTID;RELI;B14BTOT;Count_;IPTA
576400;134300;287456;57641343;3;0;0
525700;187300;221916;52571873;3;0;0
541200;172500;320229;54121725;5;0;0
539100;184200;287458;53911842;14;1;0
539400;170300;254688;53941703;5;0;0
527500;151300;221920;52751513;232;3;0
537500;153600;287464;53751536;163;0;0
529500;171900;221922;52951719;21;2;0
500700;132300;189155;50071323;5;0;0
524600;148400;254698;52461484;120;4;0
516300;148700;287470;51631487;3;0;0
550400;168700;320244;55041687;72;1;0
555800;144900;221934;55581449;96;2;0
556600;146600;221937;55661466;65;2;0
501800;138600;320252;50181386;22;0;0
511600;167000;156397;51161670;3;1;0
558000;146300;221943;55801463;3;3;1
519000;146500;254716;51901465;3;0;0
545900;154700;287494;54591547;28;1;0
538200;158600;287495;53821586;6;1;0
502900;140300;320275;50291403;6;1;0
526200;163000;221964;52621630;16;1;0
551600;177500;254738;55161775;5;0;0
536000;182200;156425;53601822;3;0;0
530100;153400;287510;53011534;13;2;0
520900;166500;221969;52091665;24;1;0
499500;130300;254741;49951303;16;0;0
502500;131300;320284;50251313;35;0;0
520200;150600;287513;52021506;6;0;0
563200;133100;156431;56321331;4;1;0
570900;126600;320288;57091266;17;2;0
505800;144800;189204;50581448;3;1;0
562200;144900;221975;56221449;3;2;1
521800;174100;254750;52181741;6;0;0
529300;155800;189209;52931558;4;0;0
537700;180900;320293;53771809;3;0;0
568400;131700;156439;56841317;3;0;0
535800;157600;320297;53581576;169;2;0
524400;171700;254759;52441717;3;1;0
568200;200400;221988;56822004;12;2;0
561200;139100;156446;56121391;12;0;0
561500;129300;287532;56151293;3;1;0
526300;169800;189223;52631698;3;0;0
566600;132500;221994;56661325;58;12;0
545300;149300;254767;54531493;5;2;0
505000;139500;254770;50501395;3;0;0
502100;129100;221999;50211291;7;0;0
553200;173000;156458;55321730;9;0;0
521600;163700;222002;52161637;22;2;0
541100;176100;254774;54111761;17;0;0
544100;152700;222003;54411527;6;0;0
524500;152300;222005;52451523;49;1;0
527500;152000;156463;52751520;35;2;0
541400;185700;287549;54141857;3;0;0
543700;171600;320321;54371716;11;2;0
529900;152400;254779;52991524;58;1;0
513500;151200;222008;51351512;10;2;0
526100;174000;320322;52611740;32;2;0
520900;162300;287551;52091623;4;2;1
547700;158100;222009;54771581;8;0;0
502700;141100;287557;50271411;8;0;0
502400;131400;254790;50241314;18;0;0
561000;186200;287562;56101862;3;1;0
504200;142900;156478;50421429;4;0;0
539200;154200;156479;53921542;26;0;0
547700;155000;222025;54771550;3;0;0
505500;146100;254796;50551461;64;1;0
537800;159800;287567;53781598;11;0;0
529900;182700;287568;52991827;13;1;0
553700;147900;320339;55371479;8;1;0
561800;145200;254800;56181452;3;2;1
547700;149800;156490;54771498;6;0;0
552500;148300;320346;55251483;10;0;0
536600;152400;287576;53661524;231;1;0
541900;157000;254806;54191570;27;1;0
527200;155400;254807;52721554;19;0;0
530600;159100;156494;53061591;3;1;0
504200;143200;222039;50421432;3;0;0
563600;126400;156498;56361264;3;0;0
530400;167100;254817;53041671;14;0;0
527700;162500;320361;52771625;3;0;0
528900;176400;222048;52891764;38;1;0
553100;146600;189277;55311466;26;2;0
502400;132000;222049;50241320;28;0;0
526700;176700;320365;52671767;3;0;0
577900;133900;320366;57791339;3;1;0
545200;190100;254827;54521901;3;0;0
528300;152500;287598;52831525;8;1;0
540000;151300;222058;54001513;23;4;0
544200;171400;156518;54421714;26;2;0
508100;163400;254832;50811634;20;1;0
546000;149500;320375;54601495;7;2;0
557700;173300;287606;55771733;5;0;0
540500;155200;254836;54051552;13;1;0
525300;153200;156523;52531532;3;1;0
567000;121800;320378;56701218;26;1;0
516600;148100;189298;51661481;3;1;0
566400;122500;320382;56641225;74;2;0
565400;126600;222074;56541266;4;1;0
530900;159200;320388;53091592;13;1;0
499700;144700;156534;49971447;10;0;0
501200;144700;254850;50121447;6;1;0
543900;170900;222081;54391709;29;0;0
572500;123000;254852;57251230;3;0;0
538300;156400;156540;53831564;37;1;0
539500;154400;320396;53951544;15;2;0
545500;173400;254855;54551734;10;0;0
573100;122700;222085;57311227;6;1;0
576300;147100;189315;57631471;32;1;0
544700;153300;287629;54471533;3;0;0
505700;144900;189316;50571449;19;1;0
552400;179000;287631;55241790;6;1;0
548200;166200;189320;54821662;3;1;0
519300;173700;222092;51931737;3;0;0
532700;151400;254863;53271514;9;1;0
560500;142000;189321;56051420;8;10;1
554100;146700;254867;55411467;72;10;0
545600;177800;189329;54561778;18;1;0
556100;171500;156559;55611715;6;1;0
525800;156600;254875;52581566;15;0;0
549700;164400;320417;54971644;8;1;0
539800;180400;156563;53981804;38;1;0
550700;165100;189335;55071651;4;0;0
551000;169500;156567;55101695;9;0;0
525200;160600;287654;52521606;11;1;0
569500;127500;254885;56951275;12;0;0
509400;141800;320429;50941418;20;2;0
533100;154300;156574;53311543;25;1;0
519500;171100;254890;51951711;13;1;0
545900;184000;156578;54591840;14;0;0
568200;120500;156580;56821205;16;1;0
541300;161200;287667;54131612;17;1;0
559900;147200;189355;55991472;3;2;1
531600;154100;156585;53161541;6;1;0
530200;176000;320442;53021760;168;1;0
544700;171600;222129;54471716;20;0;0
530900;160700;156587;53091607;25;0;0
532400;167700;254900;53241677;5;1;0
575800;133800;156589;57581338;3;2;1
503900;132200;222132;50391322;3;1;0
510000;163600;287675;51001636;12;1;0
502100;129300;254905;50211293;10;0;0
507300;161700;222136;50731617;3;1;0
510600;144000;254907;51061440;3;0;0
532000;184200;189367;53201842;16;1;0
579800;133300;254913;57981333;6;1;0
502300;130400;222143;50231304;14;0;0
562800;181800;254915;56281818;3;0;0
501300;137800;156603;50131378;14;0;0
535800;154500;222147;53581545;40;2;0
555200;171800;287692;55521718;3;0;0
509600;165800;287697;50961658;3;0;0
508000;147700;320474;50801477;19;0;0
528500;167300;254936;52851673;4;0;0
556400;146600;254937;55641466;22;3;0
567900;200500;222169;56792005;40;0;0
560600;138300;222170;56061383;76;1;0
569500;127900;156635;56951279;13;1;0
503900;131400;254949;50391314;44;0;0
552800;158000;156640;55281580;19;1;0
540100;152000;287724;54011520;25;3;0
535600;159500;222183;53561595;17;0;0
528400;186200;189413;52841862;108;3;0
535600;152200;222185;53561522;241;1;0
505300;146500;320499;50531465;21;0;0
563200;132900;189415;56321329;8;1;0
543800;167200;320500;54381672;3;0;0
539200;159800;287731;53921598;357;0;0
544300;150600;287732;54431506;15;1;0
541300;181300;254963;54131813;13;1;0
505500;145100;156654;50551451;3;0;0
564600;126900;156655;56461269;26;0;0
546600;193200;320513;54661932;3;0;0
561200;146000;222200;56121460;3;1;0
540100;160500;156659;54011605;3;1;0
528700;168200;254979;52871682;13;0;0
552300;155700;189437;55231557;3;0;0
537800;151200;189443;53781512;9;3;0
531400;151800;320527;53141518;15;2;0
534000;155300;189448;53401553;25;1;0
568100;125500;156677;56811255;4;0;0
535800;153300;287763;53581533;4;2;1
543200;151200;287765;54321512;15;1;0
542500;187700;222224;54251877;3;0;0
533900;165900;287766;53391659;3;0;0
533900;156800;189454;53391568;17;0;0
506500;147400;287767;50651474;3;0;0
548700;161300;189457;54871613;3;0;0
569400;133500;156686;56941335;5;0;0
540900;165200;287771;54091652;3;1;0
507900;162200;156687;50791622;33;1;0
581800;148800;320545;58181488;3;0;0
514200;168800;222232;51421688;24;1;0
535400;152400;222236;53541524;24;0;0
552500;148700;287779;55251487;3;0;0
548900;157900;222238;54891579;3;0;0
525700;150700;255011;52571507;22;2;0
540300;155000;189470;54031550;39;2;0
576300;146000;255013;57631460;3;0;0
521600;175700;287785;52161757;16;1;0
545900;150700;255015;54591507;8;0;0
536800;153700;189478;53681537;92;4;0
569300;192000;222252;56931920;13;1;0
538500;159800;287794;53851598;35;0;0
558800;144700;320565;55881447;97;2;0
561800;144500;189482;56181445;3;1;0
504500;143500;287796;50451435;3;0;0
561500;138700;287801;56151387;22;0;0
535900;159300;222261;53591593;8;2;0
573800;138100;156719;57381381;3;0;0
538700;166000;189492;53871660;5;3;1
557500;148700;222266;55751487;3;0;0
533400;160500;255038;53341605;6;0;0
541000;180800;189496;54101808;8;2;0
528600;152400;255042;52861524;64;2;0
547800;178300;189512;54781783;3;0;0
505500;159300;287826;50551593;29;1;0
537600;151200;287827;53761512;245;4;0
541400;176200;222286;54141762;3;1;0
541100;155200;255058;54111552;27;0;0
566900;122400;320603;56691224;31;2;0
524600;152200;222293;52461522;17;1;0
569800;192000;189526;56981920;4;1;0
540400;155900;255069;54041559;29;2;0
577500;148900;156758;57751489;6;0;0
538800;181100;320615;53881811;120;1;0
512000;152000;156761;51201520;3;0;0
538500;181300;287848;53851813;37;2;0
533400;170600;320624;53341706;55;0;0
541700;173600;320628;54171736;3;0;0
526600;151600;255087;52661516;110;3;0
532800;155700;255095;53281557;18;3;0
558500;146400;156787;55851464;37;3;0
538200;155900;255105;53821559;14;0;0
555100;148200;255106;55511482;5;0;0
536200;152800;156795;53621528;141;9;0
570300;124600;222337;57031246;4;4;1
544500;150600;222340;54451506;22;2;0
574400;138200;320654;57441382;3;0;0
556700;144900;189571;55671449;16;0;0
557800;145000;287886;55781450;4;1;0
506800;137300;255117;50681373;42;1;0
539300;151200;320661;53931512;32;1;0
544000;149900;287891;54401499;23;1;0
549000;155400;156808;54901554;4;0;0
499600;144700;58495;49961447;8;0;0
545400;166400;222350;54541664;9;0;0
569200;133800;156810;56921338;3;0;0
541000;179300;287897;54101793;34;0;0
558800;150000;156813;55881500;3;0;0
556200;158400;255129;55621584;33;1;0
544000;171400;189588;54401714;16;3;0
500700;137700;58505;50071377;18;0;0
538700;153200;189592;53871532;138;1;0
561300;139300;156824;56131393;3;0;0
539000;181000;156825;53901810;3;1;0
505200;161300;222370;50521613;3;0;0
502000;136400;58517;50201364;6;1;0
535800;174900;255143;53581749;32;1;0
505000;141300;222373;50501413;11;1;0
502300;129100;58519;50231291;30;1;0
547600;151400;255147;54761514;5;0;0
558100;144800;189606;55811448;10;2;0
541900;161600;255149;54191616;22;0;0
506200;162000;189609;50621620;6;0;0
502900;129100;58526;50291291;3;1;0
504100;130300;58527;50411303;15;3;0
555300;157400;287925;55531574;9;0;0
534100;154000;222385;53411540;93;1;0
504800;138500;58534;50481385;3;1;0
556300;156500;189618;55631565;8;0;0
505000;134900;58535;50501349;23;1;0
504600;142700;58536;50461427;3;0;0
545200;149700;156850;54521497;10;2;0
505300;141100;58538;50531411;22;1;0
505500;135200;58539;50551352;10;0;0
505600;135800;58540;50561358;3;0;0
528300;185600;320709;52831856;21;1;0
506800;141500;58542;50681415;3;0;0
519700;150000;222398;51971500;3;0;0
506400;143300;58543;50641433;6;1;0
535000;155400;320712;53501554;13;0;0
533200;160600;156857;53321606;14;1;0
507400;137300;58545;50741373;3;2;1
507500;146700;58546;50751467;62;0;0
507300;137800;58547;50731378;156;1;0
507100;161900;58548;50711619;4;1;0
503300;129800;255175;50331298;22;1;0
507300;140200;58549;50731402;12;0;0
570300;198100;222405;57031981;4;0;0
508800;138400;58550;50881384;3;0;0
576200;133500;287948;57621335;3;2;1
566300;123000;156864;56631230;3;1;0
508000;147900;58551;50801479;12;0;0
508000;138000;58552;50801380;17;1;0
508000;143100;58553;50801431;5;0;0
557800;144900;255179;55781449;3;1;0
525500;160600;255180;52551606;11;1;0
507800;147700;58554;50781477;9;0;0
509700;141600;58555;50971416;62;2;0
561000;139400;287953;56101394;5;1;0
509300;152000;58556;50931520;10;0;0
509400;144800;58557;50941448;5;0;0
537700;151100;255184;53771511;186;3;0
510600;152100;58559;51061521;3;0;0
549600;154200;189644;54961542;10;0;0
514200;145400;58560;51421454;19;0;0
514800;147400;58561;51481474;8;0;0
512900;152100;58562;51291521;15;0;0
538400;157300;255189;53841573;8;0;0
535000;155200;156876;53501552;28;1;0
511800;143500;58563;51181435;3;1;0
515900;157400;58564;51591574;3;1;0
515500;156800;58565;51551568;13;1;0
515300;168900;58566;51531689;10;1;0
519500;173800;58567;51951738;38;0;0
519100;146400;58568;51911464;7;0;0
524100;152000;156882;52411520;4;1;0
519600;174700;58569;51961747;4;0;0
533000;151800;189653;53301518;28;1;0
518800;173500;58570;51881735;20;0;0
522300;147800;58571;52231478;8;1;0
507600;140500;156885;50761405;47;0;0
523900;176400;58572;52391764;17;1;0
553600;147700;320740;55361477;18;2;0
522500;151300;58573;52251513;3;1;0
522600;147900;58574;52261479;3;1;0
522700;156300;58575;52271563;47;1;0
513100;144300;222430;51311443;29;1;0
557600;145100;287973;55761451;3;0;0
577800;147700;255202;57781477;12;0;0
524800;172100;58576;52481721;3;1;0
538600;159200;222431;53861592;53;1;0
525000;186400;58577;52501864;5;0;0
567200;118800;222432;56721188;28;0;0
525800;150900;58578;52581509;6;1;0
505000;134600;287975;50501346;66;1;0
524100;150900;58579;52411509;4;1;0
524700;176900;58580;52471769;11;0;0
555500;145000;156894;55551450;55;2;0
527600;151800;58581;52761518;29;2;0
527700;152100;58582;52771521;4;1;0
527400;153700;58583;52741537;13;1;0
527200;161600;58584;52721616;4;1;0
568600;133400;255211;56861334;5;1;0
528300;185900;58585;52831859;19;2;0
528100;185700;58586;52811857;40;1;0
528400;163200;58587;52841632;66;0;0
504000;131900;255214;50401319;51;2;0
527900;151800;58588;52791518;40;7;0
529200;167800;58589;52921678;19;3;0
529600;153300;58590;52961533;20;2;0
557900;176800;189674;55791768;4;0;0
554200;170900;287987;55421709;3;0;0
529900;178400;58591;52991784;11;0;0
511800;142100;287989;51181421;4;1;0
555800;155000;156906;55581550;36;1;0
529200;178800;58593;52921788;4;0;0
515900;147300;222448;51591473;6;0;0
530000;160000;58594;53001600;3;0;0
529400;155200;58595;52941552;8;0;0
529800;162700;58596;52981627;49;0;0
529500;185900;58597;52951859;4;0;0
539900;179600;156910;53991796;3;1;0
529100;153400;58598;52911534;14;1;0
548100;158000;189683;54811580;6;0;0
530800;159300;58599;53081593;12;1;0
530200;162100;58600;53021621;51;1;0
538500;155200;189685;53851552;17;0;0
530200;163000;58601;53021630;6;1;0
530700;174400;58602;53071744;21;1;0
531200;152100;288000;53121521;4;1;0
531100;152900;58603;53111529;67;1;0
521600;148800;222459;52161488;86;1;0
531400;154100;58604;53141541;10;0;0
530900;176100;58605;53091761;45;0;0
532600;155700;156918;53261557;41;2;0
506100;145500;288003;50611455;4;1;0
531200;153700;58606;53121537;40;3;0
572700;136900;189691;57271369;3;1;0
531700;151800;58607;53171518;7;0;0
538000;177200;288005;53801772;7;0;0
567400;117200;156921;56741172;18;2;0
531000;153600;58608;53101536;14;2;0
532000;158400;58609;53201584;3;0;0
532700;153900;58610;53271539;74;1;0
557100;147900;255237;55711479;9;0;0
549400;166300;222466;54941663;6;0;0
532300;155900;58611;53231559;85;1;0
547700;165300;255238;54771653;12;0;0
533800;181800;58613;53381818;8;1;0
533900;154200;58614;53391542;216;3;0
509600;142200;189698;50961422;150;1;0
533700;173800;58615;53371738;37;1;0
533300;160500;58616;53331605;19;0;0
576100;134100;222471;57611341;3;1;0
533300;170900;58617;53331709;26;0;0
533900;155000;58618;53391550;22;1;0
533300;173400;58619;53331734;23;2;0
531300;161100;189703;53131611;13;0;0
533300;173000;58620;53331730;83;0;0
551300;157800;222477;55131578;8;0;0
533300;170500;58622;53331705;69;0;0
534200;156500;58624;53421565;16;1;0
534500;162000;58627;53451620;6;1;0
534300;155100;58628;53431551;116;0;0
550600;169400;288025;55061694;7;0;0
535700;157300;58630;53571573;25;1;0
542000;151200;320798;54201512;16;2;0
545100;154600;222486;54511546;37;1;0
535000;153800;58631;53501538;56;1;0
506400;161600;255257;50641616;8;1;0
525600;153900;156944;52561539;15;1;0
580300;149500;222487;58031495;3;0;0
505200;145600;189716;50521456;11;0;0
550200;159500;222488;55021595;9;0;0
534900;153400;58633;53491534;292;1;0
505500;161400;156946;50551614;3;0;0
551800;154500;222489;55181545;32;1;0
536200;168000;58634;53621680;37;0;0
535800;172800;58635;53581728;67;2;0
535800;152400;58636;53581524;41;1;0
529100;152400;189721;52911524;41;1;0
540000;189400;320805;54001894;10;1;0
535700;165500;58637;53571655;5;0;0
535800;172600;58638;53581726;10;1;0
536500;153200;58639;53651532;156;2;0
510900;151700;255265;51091517;4;0;0
554600;146200;156953;55461462;108;4;0
536900;153500;58640;53691535;139;4;0
536400;157300;58641;53641573;3;1;0
537000;181100;58642;53701811;5;0;0
556200;171100;156956;55621711;9;0;0
537500;152800;58643;53751528;282;7;0
536100;154400;320812;53611544;51;4;0
528600;188500;288041;52861885;3;0;0
537600;179500;58644;53761795;3;0;0
537600;189800;58645;53761898;3;0;0
572400;195200;288042;57241952;15;1;0
537400;185000;58646;53741850;5;0;0
537700;173100;58647;53771731;10;0;0
538000;183000;58648;53801830;59;1;0
538000;152800;58649;53801528;156;7;0
538000;165700;58650;53801657;44;2;0
545200;177900;320818;54521779;3;1;0
555800;174400;222506;55581744;5;0;0
538100;152400;58652;53811524;32;9;0
538000;181500;58653;53801815;72;1;0
538400;180600;58654;53841806;150;0;0
538400;153700;58655;53841537;63;2;0
538200;160000;58656;53821600;15;0;0
538200;188900;58657;53821889;7;2;0
534200;155200;288055;53421552;11;1;0
538600;167300;58659;53861673;15;0;0
565600;122800;320827;56561228;3;0;0
538800;173900;58660;53881739;20;0;0
538900;166100;58661;53891661;18;2;0
538000;181000;288059;53801810;10;1;0
538600;181700;58662;53861817;3;2;1
539100;176700;58663;53911767;31;1;0
539200;154600;58664;53921546;5;4;1
562200;185500;320833;56221855;20;1;0
539500;151900;58665;53951519;22;3;0
539400;151900;58666;53941519;57;4;0
563200;131000;255292;56321310;56;1;0
539600;151700;58667;53961517;188;2;0
539600;154800;58668;53961548;30;0;0
539400;156200;58669;53941562;3;0;0
540200;151200;58670;54021512;130;4;0
530100;182300;222526;53011823;4;3;1
540200;153200;58671;54021532;18;2;0
540500;156000;58672;54051560;15;2;0
542900;187600;156986;54291876;21;1;0
540100;179800;58673;54011798;57;0;0
540700;165300;58674;54071653;35;1;0
541000;187400;58675;54101874;10;1;0
541200;156200;58676;54121562;9;1;0
540600;161700;58677;54061617;3;0;0
541000;151300;58678;54101513;3;3;1
540700;162900;58679;54071629;15;0;0
541600;151800;58680;54161518;29;2;0
546100;162100;288078;54611621;10;0;0
545200;150100;189765;54521501;14;1;0
547000;183600;156994;54701836;22;1;0
541600;168000;58681;54161680;9;0;0
541800;156500;58682;54181565;14;1;0
536000;180700;156995;53601807;3;0;0
508300;139400;320850;50831394;21;1;0
542000;169500;58683;54201695;14;1;0
533100;170400;222538;53311704;8;0;0
571000;199000;288081;57101990;3;0;0
541400;150800;58684;54141508;101;2;0
541400;161100;58685;54141611;9;0;0
549300;166200;320853;54931662;8;0;0
541400;172000;58686;54141720;3;0;0
541400;163200;58687;54141632;5;0;0
541500;185800;58688;54151858;5;0;0
572700;134900;222544;57271349;3;0;0
542100;169500;58690;54211695;16;1;0
542900;167500;58691;54291675;8;0;0
517600;158900;288089;51761589;5;1;0
543000;174000;58692;54301740;4;1;0
542000;175000;58693;54201750;3;0;0
542800;162400;58694;54281624;3;0;0
553900;148200;157007;55391482;17;0;0
504100;143400;222550;50411434;9;0;0
542800;155900;58695;54281559;16;2;0
543300;156600;58696;54331566;37;1;0
544500;153500;58697;54451535;6;0;0
530500;185700;288095;53051857;7;0;0
543700;154700;58698;54371547;3;1;0
543800;156200;58699;54381562;5;0;0
560300;141800;157012;56031418;5;22;4
543400;165100;58700;54341651;17;1;0
567000;196700;157015;56701967;3;0;0
543500;150300;58702;54351503;4;0;0
543500;174000;58703;54351740;7;1;0
507200;137900;320872;50721379;59;3;0
543500;151100;58705;54351511;12;1;0
543900;171300;58706;54391713;6;1;0
544000;156200;58707;54401562;4;0;0
576400;147100;320877;57641471;16;4;0
545900;173000;58709;54591730;3;0;0
545300;153300;58711;54531533;7;0;0
545700;177600;58712;54571776;3;1;0
529900;162600;320880;52991626;12;1;0
537900;183200;157026;53791832;3;1;0
545800;192700;58714;54581927;3;1;0
507200;137300;320882;50721373;65;3;0
546100;184000;58715;54611840;5;0;0
546200;170900;58716;54621709;16;1;0
546600;159300;58717;54661593;29;1;0
508400;149500;222573;50841495;3;1;0
546600;162100;58719;54661621;24;1;0
546300;159100;58720;54631591;15;0;0
546700;183400;58721;54671834;32;1;0
546000;154500;58722;54601545;3;0;0
547100;156200;58723;54711562;26;1;0
548000;183000;58724;54801830;8;0;0
548000;183100;58725;54801831;5;0;0
547400;163100;58726;54741631;13;0;0
501300;137900;288124;50131379;7;0;0
531100;152800;157040;53111528;81;1;0
547700;154200;58728;54771542;9;0;0
549000;184200;58729;54901842;3;0;0
548500;147900;58732;54851479;3;0;0
548800;170800;58733;54881708;6;0;0
549200;161600;58735;54921616;19;0;0
549200;149500;58736;54921495;4;0;0
549900;167500;58737;54991675;6;0;0
550000;158400;58738;55001584;7;0;0
525800;153000;288137;52581530;18;1;0
550400;179000;58741;55041790;9;1;0
537300;153100;320910;53731531;190;4;0
549800;174900;58742;54981749;7;0;0
570500;128500;189826;57051285;3;0;0
508400;138700;288140;50841387;39;0;0
535900;159400;255372;53591594;10;2;0
512000;142800;222601;51201428;4;0;0
551900;170600;58746;55191706;24;2;0
551900;172800;58747;55191728;3;1;0
538200;152000;288145;53821520;17;10;1
537500;151300;189832;53751513;83;1;0
552200;157800;58748;55221578;6;1;0
563800;129900;255374;56381299;25;3;0
551000;148100;58751;55101481;4;0;0
513600;147900;320920;51361479;3;0;0
501600;131900;288149;50161319;3;0;0
535900;154200;189837;53591542;47;4;0
522400;151200;288150;52241512;27;0;0
551100;173400;58753;55111734;20;1;0
553200;147600;288151;55321476;8;1;0
527300;152000;320922;52731520;27;2;0
553300;148100;58755;55331481;16;1;0
533500;156900;157069;53351569;25;1;0
553500;154400;58758;55351544;3;0;0
538300;152900;320928;53831529;127;10;0
521100;148600;157075;52111486;3;0;0
554000;172900;58764;55401729;22;1;0
545900;149000;157079;54591490;13;1;0
554500;146700;58769;55451467;106;9;0
554700;147200;58770;55471472;4;3;1
536500;154800;222626;53651548;98;4;0
543700;164000;157085;54371640;30;2;0
527200;160700;320943;52721607;6;0;0
555600;146000;58777;55561460;33;1;0
505900;162100;222633;50591621;3;0;0
528100;162500;288176;52811625;26;1;0
499800;138300;222634;49981383;3;0;0
559800;142500;157093;55981425;201;22;0
555100;146500;320949;55511465;12;4;0
556400;144800;58782;55641448;20;1;0
533200;160300;255409;53321603;23;0;0
556000;147100;58784;55601471;3;0;0
530400;153300;222640;53041533;8;1;0
561300;177600;157100;56131776;22;1;0
538600;156000;157103;53861560;7;0;0
541000;167800;255418;54101678;3;1;0
507200;162000;288189;50721620;22;2;0
557200;144800;58794;55721448;5;1;0
553600;146400;189880;55361464;8;15;2
558300;179000;58796;55831790;3;1;0
538800;167600;288194;53881676;3;3;1
558300;138200;58797;55831382;11;0;0
566600;121600;157112;56661216;16;0;0
538700;181500;288196;53871815;83;3;0
527500;152400;189884;52751524;9;0;0
540900;150800;157116;54091508;43;1;0
558600;178700;58804;55861787;8;1;0
504300;141200;320973;50431412;28;0;0
534600;161300;255431;53461613;3;0;0
559200;193100;58805;55921931;13;1;0
509600;142400;222660;50961424;228;0;0
541100;155300;157119;54111553;18;1;0
559200;193400;58806;55921934;46;1;0
502300;128600;222661;50231286;14;1;0
558700;134900;255433;55871349;19;1;0
554300;148800;288204;55431488;4;0;0
559400;177500;58809;55941775;3;0;0
519700;171200;288207;51971712;16;1;0
542100;154900;222666;54211549;4;0;0
559500;146800;58811;55951468;3;2;1
514500;149500;255437;51451495;6;0;0
559900;143400;58812;55991434;8;2;0
531700;151500;189899;53171515;14;1;0
539200;181300;222671;53921813;6;3;1
516600;146700;255443;51661467;32;0;0
560300;138000;58817;56031380;7;0;0
502000;133900;288216;50201339;14;0;0
533900;156600;255447;53391566;22;0;0
560800;185600;58821;56081856;9;0;0
532000;151100;157135;53201511;14;0;0
560700;146900;58823;56071469;3;1;0
560600;142300;58825;56061423;9;10;1
559600;147400;288223;55961474;3;2;1
560000;142300;58826;56001423;5;13;3
546600;182900;157141;54661829;3;0;0
561100;132700;58829;56111327;6;0;0
571300;194800;320998;57131948;3;0;0
538600;188700;288228;53861887;9;1;0
541600;152000;157145;54161520;9;3;0
537100;153000;321002;53711530;111;3;0
552800;157700;222689;55281577;26;0;0
506100;160700;189919;50611607;17;0;0
562100;144900;58837;56211449;4;1;0
526600;184700;321006;52661847;3;0;0
537600;177200;288236;53761772;21;0;0
562700;129700;58843;56271297;42;1;0
562500;185800;58844;56251858;29;0;0
542700;173500;255471;54271735;3;0;0
562500;191200;58846;56251912;3;1;0
552100;147300;255472;55211473;3;0;0
508700;148200;288245;50871482;5;1;0
543200;151600;321016;54321516;43;2;0
524100;155400;288246;52411554;17;1;0
528900;176500;157165;52891765;16;0;0
537100;189700;255479;53711897;10;1;0
538600;154300;157167;53861543;4;1;0
563600;129500;58855;56361295;6;4;1
552500;155100;321024;55251551;7;0;0
504200;132300;157170;50421323;62;1;0
562900;131700;58857;56291317;3;0;0
528500;152000;157173;52851520;52;2;0
563400;187600;58860;56341876;13;1;0
574300;145600;255491;57431456;6;0;0
550800;168200;157178;55081682;32;2;0
527400;151600;157179;52741516;30;4;0
534800;154900;321037;53481549;99;0;0
505700;134800;255495;50571348;16;1;0
538900;167700;222725;53891677;26;2;0
566100;126500;58872;56611265;7;2;0
538500;165600;321041;53851656;85;2;0
555500;145900;255500;55551459;87;1;0
566000;195000;58875;56601950;8;1;0
570600;124500;321045;57061245;34;4;0
507500;162500;222733;50751625;4;4;1
544300;163100;255507;54431631;3;0;0
551000;168900;255508;55101689;76;1;0
567000;125400;58883;56701254;3;0;0
531300;159100;255509;53131591;16;0;0
510400;152100;321052;51041521;14;1;0
502600;139600;255510;50261396;32;2;0
528800;167600;157199;52881676;38;0;0
567600;121800;58886;56761218;8;2;0
563600;187000;255513;56361870;27;1;0
567800;122300;58888;56781223;15;7;0
567800;199900;58889;56781999;8;0;0
502800;139200;288286;50281392;13;0;0
567600;132600;58890;56761326;3;0;0
549600;158400;321059;54961584;3;0;0
537800;153300;157204;53781533;132;5;0
568100;200200;58892;56812002;17;1;0
568200;200500;58893;56822005;30;1;0
568300;200500;58897;56832005;3;1;0
569100;127700;58898;56911277;3;0;0
569100;199700;58899;56911997;6;0;0
568400;122800;58900;56841228;4;4;1
558600;147200;255528;55861472;13;3;0
569300;191900;58902;56931919;20;1;0
569500;191800;189987;56951918;166;1;0
554200;146200;255530;55421462;220;2;0
529000;156400;321073;52901564;4;1;0
569200;131800;58908;56921318;3;1;0
553100;146900;189994;55311469;22;4;0
570000;146100;58910;57001461;5;1;0
569800;127800;58912;56981278;8;1;0
540200;186800;321081;54021868;41;0;0
570200;146500;58915;57021465;3;1;0
504400;138400;288313;50441384;20;1;0
550200;163000;157231;55021630;8;0;0
570700;127900;58918;57071279;3;0;0
523100;155100;157233;52311551;25;1;0
570300;128100;58920;57031281;3;1;0
541300;167500;288320;54131675;8;3;0
531700;163600;190007;53171636;35;1;0
567700;199900;255550;56771999;3;0;0
509100;144200;190011;50911442;3;0;0
560700;138800;157241;56071388;19;3;0
503000;132600;222784;50301326;6;0;0
509300;152100;157242;50931521;13;0;0
578400;133400;190014;57841334;3;3;1
565500;131000;157245;56551310;9;0;0
563500;129700;255560;56351297;45;4;0
563100;186100;321103;56311861;7;1;0
541600;172300;321104;54161723;3;0;0
572800;146100;58940;57281461;5;1;0
516800;146800;190025;51681468;7;0;0
572800;133500;58941;57281335;3;1;0
532200;184300;321110;53221843;9;2;0
495300;146500;288341;49531465;13;1;0
573600;122900;58946;57361229;3;0;0
560400;141900;255575;56041419;24;45;2
574200;125300;58950;57421253;3;0;0
557600;144100;321122;55761441;3;0;0
530200;151600;321123;53021516;24;0;0
