"","X","Y","OBJECTID","RELI","B14BTOT","Count_","IPTA","WGSlong","WGSlat"
"1352",578000,133000,66937,57801330,3,2,1,7.15285002742778,46.3480225963044
"1353",535800,175000,230800,53581750,46,1,0,6.59884828905543,46.7231076969966
"1354",532800,152000,165262,53281520,60,2,0,6.56296619666404,46.5159273990855
"1355",504000,139000,165263,50401390,16,0,0,6.19042772328889,46.3954893751811
"1356",567400,132600,165269,56741326,11,7,1,7.0151828794318,46.3439935748162
"1357",502100,130000,329125,50211300,3,0,0,6.16762322890284,46.3142650004609
"1358",560900,146500,198041,56091465,7,1,0,6.92958294415111,46.468683161816
"1359",550300,162900,198044,55031629,3,0,0,6.78981890739152,46.6155036122722
"1360",559500,193100,296358,55951931,13,1,0,6.90724848259355,46.8877806713301
"1361",581500,148600,66963,58151486,14,0,0,7.19769374431915,46.4884591266828
"1362",501700,136700,230825,50171367,13,1,0,6.16101490316686,46.3744692070152
"1363",568600,133300,165286,56861333,3,1,0,7.03072260859036,46.3503475870571
"1364",543800,178700,296373,54381787,3,0,0,6.70303465185604,46.7571114838612
"1365",555000,146700,230838,55501467,29,4,0,6.85275239309297,46.4701120406526
"1366",545100,193700,263610,54511937,3,0,0,6.71824713514183,46.892144744272
"1367",540900,156000,296385,54091560,17,1,0,6.6679966555226,46.5526720148848
"1368",559000,146200,198074,55901462,9,2,0,6.90487361053993,46.4658709941654
"1369",545700,162900,296391,54571629,3,0,0,6.72977045897777,46.6151457164084
"1370",533900,156000,230851,53391560,20,2,0,6.57672644701192,46.5520171220635
"1371",573400,126400,296393,57341264,3,0,0,7.09347226892573,46.2884857305078
"1372",541200,161600,263623,54121616,27,0,0,6.67119418378873,46.6030712907946
"1373",560800,185300,198081,56081853,5,0,0,6.92497475101456,46.8176964274241
"1374",510800,142500,263627,51081425,4,0,0,6.27815598649516,46.4279089985869
"1375",537600,154500,230860,53761545,99,0,0,6.62517174087179,46.5388797366215
"1376",528800,152400,230864,52881524,11,2,0,6.51078606763954,46.5191119847159
"1377",541300,154800,329178,54131548,8,1,0,6.67336474954828,46.5419130257102
"1378",543300,150900,165324,54331509,7,1,0,6.69991578835856,46.5070041637356
"1379",524500,157100,230868,52451571,14,0,0,6.4539873699723,46.560916868388
"1380",520000,174900,296411,52001749,4,0,0,6.39221077979867,46.7205003414673
"1381",556500,155900,198099,55651559,17,0,0,6.87141546253516,46.5529685029477
"1382",551000,180100,263642,55101801,3,0,0,6.79712125921779,46.7702728166629
"1383",548400,170400,198102,54841704,9,0,0,6.76417470976676,46.6828236795859
"1384",548900,164100,329189,54891641,3,0,0,6.77141001631902,46.6261923185219
"1385",546200,150700,230877,54621507,3,0,0,6.73771990333139,46.5054443683042
"1386",545300,173600,198106,54531736,15,1,0,6.72327557709226,46.7113612645086
"1387",562600,186100,296422,56261861,9,0,0,6.94849519784332,46.8249961229668
"1388",554000,147900,263656,55401479,47,0,0,6.83961398698468,46.4808385697308
"1389",519500,147000,198115,51951470,5,0,0,6.39054563335486,46.469486428616
"1390",519400,173700,230888,51941737,11,0,0,6.38457436395564,46.7096344973156
"1391",542800,174000,198119,54281740,13,1,0,6.69053287326581,46.7147496416915
"1392",536700,159200,263662,53671592,8,0,0,6.61279515174374,46.5810721488881
"1393",549500,158000,198126,54951580,4,2,1,6.77991257665347,46.5713668889857
"1394",544500,151300,329211,54451513,3,0,0,6.71550117888256,46.5107027787968
"1395",557600,145700,263669,55761457,34,3,0,6.8866939137985,46.4612861894198
"1396",529700,152100,296442,52971521,3,0,0,6.52255907607526,46.5165085932111
"1397",538200,180400,198130,53821804,64,0,0,6.62951169838673,46.7719072754246
"1398",547800,149700,296446,54781497,3,0,0,6.75867683490037,46.4965757191273
"1399",539000,167500,329218,53901675,14,1,0,6.64170026855653,46.6559451859403
"1400",522000,153000,329219,52201530,12,0,0,6.42207936713889,46.5237512135933
"1401",503900,132000,296449,50391320,3,1,0,6.19057522319959,46.3325137477359
"1402",541600,155900,165365,54161559,50,1,0,6.67713644920442,46.5518339595915
"1403",530700,160600,296452,53071606,9,0,0,6.53431247781221,46.5930702889717
"1404",529400,171500,198141,52941715,3,0,0,6.5156768588238,46.6909789351141
"1405",503100,129600,198142,50311296,32,1,0,6.18068696331414,46.3108121584893
"1406",550500,166200,230914,55051662,17,0,0,6.79207479299467,46.6452027695958
"1407",570000,192700,165372,57001927,75,2,0,7.04503956501606,46.8847391628003
"1408",536400,152200,263686,53641522,17,2,0,6.60984599373441,46.5180780524243
"1409",543500,178000,263690,54351780,5,0,0,6.69919451114736,46.7507895868282
"1410",541900,169600,230923,54191696,32,1,0,6.67931954184358,46.6750934979121
"1411",508500,142700,296469,50851427,21,1,0,6.24819839806883,46.4293980457368
"1412",514000,168800,230928,51401688,3,1,0,6.31488182394915,46.6648867761437
"1413",532300,156200,296471,53231562,41,1,0,6.55583566921424,46.5536561545934
"1414",536200,165100,165388,53621651,3,1,0,6.60545515657016,46.6340954819683
"1415",507700,140400,263702,50771404,34,0,0,6.23824956423506,46.4086009141863
"1416",571100,125200,296479,57111252,3,2,1,7.06370200502004,46.2775962175115
"1417",564900,130800,329254,56491308,3,0,0,6.98284588089729,46.3276757623593
"1418",557200,150400,296483,55721504,17,1,0,6.88105239668544,46.5035390858895
"1419",534800,154800,329257,53481548,118,2,0,6.58863054553618,46.5413113452354
"1420",502700,141000,230944,50271410,3,0,0,6.17310847806678,46.4132910225342
"1421",559300,146300,329258,55931463,3,1,0,6.90877028768526,46.4667888207351
"1422",513700,143700,329259,51371437,3,0,0,6.31565590886531,46.4390820960101
"1423",536400,159500,263719,53641595,49,1,0,6.60884011561261,46.5837422085895
"1424",527600,153200,230949,52761532,4,0,0,6.49502428037017,46.5261792567486
"1425",563700,129200,198178,56371292,9,3,0,6.96738839054864,46.3132192892962
"1426",512300,142900,230950,51231429,9,2,0,6.29759231979026,46.4317047041431
"1427",546500,155600,198181,54651556,25,0,0,6.74106071246804,46.5495451079698
"1428",507200,137200,198182,50721372,35,2,0,6.23238766285938,46.379749365083
"1429",566500,131800,296500,56651318,5,3,1,7.00355026670285,46.3367529123132
"1430",529600,162700,329271,52961627,13,0,0,6.51963850457461,46.6118447691144
"1431",528400,185600,329272,52841856,24,1,0,6.50040112593956,46.8176992102393
"1432",579000,133000,198188,57901330,3,0,0,7.16584024510055,46.3480546053969
"1433",526700,167700,296504,52671677,4,0,0,6.48098920200264,46.656507419957
"1434",537700,151000,263735,53771510,102,5,0,6.6269471995245,46.5074061287385
"1435",532000,184300,329280,53201843,18,3,0,6.54776425701447,46.8063833429354
"1436",505800,146000,296509,50581460,14,2,0,6.21240552046443,46.4587061189453
"1437",543800,151100,230969,54381511,20,2,0,6.706405390211,46.5088453536169
"1438",529200,174700,198200,52921747,3,1,0,6.51256879733039,46.7197413351532
"1439",563900,187000,230971,56391870,3,1,0,6.96546068795575,46.8331635655054
"1440",544300,150100,198201,54431501,7,0,0,6.71303999459608,46.4998919045486
"1441",515000,145300,296515,51501453,107,1,0,6.33227637643586,46.4536397185118
"1442",508600,148500,329294,50861485,3,0,0,6.24835464143685,46.4815802534583
"1443",524000,150500,230983,52401505,14,0,0,6.44855319433389,46.5014940309157
"1444",531700,154200,296525,53171542,6,1,0,6.54830828537652,46.5356051451476
"1445",560200,136300,296527,56021363,20,1,0,6.92134497636965,46.3768886244338
"1446",579100,132300,263756,57911323,3,0,0,7.16717071783744,46.3417608307084
"1447",568700,197200,329299,56871972,8,0,0,7.02767481659143,46.925157408525
"1448",569700,132700,329301,56971327,3,1,0,7.04505144809026,46.3450008098867
"1449",535600,154000,165446,53561540,160,2,0,6.59917083225184,46.534192738721
"1450",552700,157800,230991,55271578,43,2,0,6.82167226096128,46.5698017657687
"1451",545400,193600,329309,54541936,3,0,0,6.72219545478689,46.8912699538858
"1452",539800,152900,296539,53981529,42,2,0,6.65405817735533,46.524688995314
"1453",539400,157100,165458,53941571,15,0,0,6.64829411308214,46.5624324929261
"1454",557200,144500,198230,55721445,3,2,1,6.88159795067158,46.4504662962861
"1455",536900,181500,165467,53691815,14,0,0,6.61234085627565,46.7816798758682
"1456",567700,133000,231011,56771330,15,2,0,7.01905184683617,46.3476062622267
"1457",502200,145200,132701,50221452,6,1,0,6.16572027717489,46.4509949307864
"1458",533900,155400,296559,53391554,92,2,0,6.57681236740979,46.5466200916447
"1459",501800,134200,132704,50181342,66,1,0,6.16284263720371,46.3519977858939
"1460",501900,134700,132705,50191347,3,0,0,6.16403607693267,46.3565096135346
"1461",540800,152100,263789,54081521,20,5,0,6.66719268769087,46.51758203643
"1462",501900,145300,132706,50191453,3,1,0,6.16179514397067,46.4518505359472
"1463",523100,157000,296561,52311570,4,1,0,6.4357476165697,46.5598579199033
"1464",502100,140900,132707,50211409,6,0,0,6.16532709410903,46.4123042791143
"1465",524700,186400,329334,52471864,5,0,0,6.45178998545518,46.8244867937517
"1466",575800,146800,296563,57581468,33,1,0,7.12355193514253,46.4720854995429
"1467",511000,144700,231021,51101447,23,1,0,6.28033511124415,46.4477237732857
"1468",502800,129200,132708,50281292,6,1,0,6.17687655462702,46.3071710620373
"1469",542400,152100,263792,54241521,11,1,0,6.68804123630062,46.5177215926363
"1470",502600,129400,132710,50261294,20,2,0,6.17423896955313,46.3089409948195
"1471",506900,147100,198252,50691471,11,0,0,6.22650106757099,46.4687538149723
"1472",502400,132200,132711,50241322,23,1,0,6.17105602690201,46.3340963857098
"1473",503400,129800,132716,50341298,18,1,0,6.18453937615141,46.312654236673
"1474",532500,156000,263802,53251560,173,1,0,6.55847267976597,46.5518773558
"1475",503200,134100,132719,50321341,7,0,0,6.18104877381431,46.3513016015422
"1476",571000,198900,329346,57101989,4,0,0,7.05776452532568,46.9405534628159
"1477",544500,166500,263804,54451665,7,1,0,6.71367162447576,46.6474297495086
"1478",581800,148400,198265,58181484,10,0,0,7.20160877835425,46.4866682292795
"1479",503900,131100,132723,50391311,5,0,0,6.1907610817672,46.324418726537
"1480",503700,129800,132724,50371298,3,1,0,6.18843341502127,46.3126972919627
"1481",504500,131300,132725,50451313,13,0,0,6.1985098230799,46.326303171671
"1482",536000,157600,296580,53601576,3,2,1,6.60388535017671,46.5666134077554
"1483",548600,149400,231038,54861494,47,2,0,6.76913050527104,46.4939390015834
"1484",508000,144200,296581,50801442,28,1,0,6.24139655014409,46.4428214919952
"1485",504500,138400,132729,50451384,7,1,0,6.19705113633739,46.3901640285198
"1486",567000,122000,329355,56701220,20,2,0,7.01073783290556,46.2486220812261
"1487",538100,155500,165502,53811555,24,2,0,6.63155535760083,46.5479212868228
"1488",505700,141200,132732,50571412,9,1,0,6.2120806401623,46.4155183768502
"1489",530100,151900,231047,53011519,30,0,0,6.52780124384056,46.5147514722906
"1490",505400,161500,132734,50541615,3,0,0,6.20402490327989,46.5980643205088
"1491",540300,155400,296591,54031554,11,1,0,6.66025101012987,46.547221660267
"1492",506800,140900,132736,50681409,4,1,0,6.22644624710041,46.4129737556468
"1493",507400,137600,132737,50741376,54,1,0,6.23490717022502,46.3833748095965
"1494",545600,149900,329365,54561499,3,0,0,6.72999752156649,46.4981997054433
"1495",507200,160900,132739,50721609,8,0,0,6.22763352713868,46.592919914375
"1496",578800,133400,231053,57881334,4,1,0,7.16322396747772,46.3516465473889
"1497",507300,137600,132740,50731376,192,3,0,6.23360745379913,46.3833610053271
"1498",530700,187000,329367,53071870,6,0,0,6.53032493448629,46.8305352475492
"1499",507100,137500,132741,50711375,3,5,2,6.2310280267146,46.3824338970436
"1500",548800,154700,296598,54881547,34,1,0,6.77114830019982,46.5416292993436
"1501",507500,148200,132743,50751482,4,0,0,6.23409181405953,46.4787309144363
"1502",507200,147600,132744,50721476,4,0,0,6.23030611649309,46.4732927010259
"1503",534600,175400,198286,53461754,8,1,0,6.58309548768576,46.7265890954467
"1504",507400,136900,132745,50741369,6,1,0,6.23504673015178,46.3770786195548
"1505",508700,139200,132746,50871392,12,2,0,6.25148890704369,46.3979442490947
"1506",508200,139400,132747,50821394,31,1,0,6.24494900792346,46.3996749442769
"1507",508300,144800,132748,50831448,3,1,0,6.24518123419407,46.4482593379792
"1508",511200,166900,132749,51121669,23,1,0,6.27866670915533,46.647430614177
"1509",545700,164600,263834,54571646,14,0,0,6.72956993716998,46.63043753885
"1510",511300,151800,132750,51131518,3,1,0,6.28287798265605,46.5116254570101
"1511",554300,146200,263835,55431462,334,1,0,6.84368832993319,46.465566991752
"1512",513200,151500,132751,51321515,83,1,0,6.30768777674893,46.5091760534962
"1513",533900,171800,231064,53391718,3,0,0,6.57445766293776,46.6941382804739
"1514",514400,146400,132752,51441464,3,1,0,6.32426451404231,46.4634575451016
"1515",512400,145800,132753,51241458,34,1,0,6.29834494477388,46.4578023103204
"1516",514700,147700,132754,51471477,16,1,0,6.3279299573439,46.4751889226838
"1517",513800,149700,132756,51381497,33,1,0,6.31583988428529,46.4930631247976
"1518",517500,148500,132757,51751485,17,0,0,6.36424196682951,46.4827353436099
"1519",540600,156700,296613,54061567,34,1,0,6.66399493067745,46.5589420568788
"1520",518000,156300,132758,51801563,4,1,0,6.36936852266181,46.5529559243733
"1521",517300,148400,132759,51731484,11,0,0,6.36165557602453,46.4818112086534
"1522",517400,173400,132760,51741734,10,0,0,6.35847622820678,46.7066914836736
"1523",521300,148300,132761,52131483,28,0,0,6.41375744101465,46.481393541663
"1524",519200,146300,132762,51921463,3,0,0,6.38676233708576,46.4631539585057
"1525",529900,163000,296617,52991630,19,0,0,6.52350866543684,46.6145747860815
"1526",521000,162200,132763,52101622,10,0,0,6.40747251696496,46.6063862052907
"1527",537500,151900,296619,53751519,316,4,0,6.6242199540684,46.515483102437
"1528",521100,175800,132764,52111758,48,1,0,6.40644262293792,46.7287265961672
"1529",543600,151500,165535,54361515,22,2,0,6.70375093428983,46.5124266240919
"1530",519000,149100,132765,51901491,9,0,0,6.38366897519037,46.4883152582488
"1531",545500,149600,263850,54551496,7,3,0,6.7287302973956,46.495493003402
"1532",522300,161900,132766,52231619,3,0,0,6.42448973986247,46.6038401404904
"1533",548000,158500,329393,54801585,3,0,0,6.76029109121278,46.575749584229
"1534",523100,153900,132767,52311539,3,1,0,6.4362640272782,46.5319738546328
"1535",521800,147100,132768,52181471,21,1,0,6.42047075799208,46.4706582613811
"1536",521900,147300,132769,52191473,30,3,0,6.42173887008302,46.4724688954643
"1537",502000,133400,296625,50201334,8,0,0,6.16560913304742,46.3448314611348
"1538",523400,148000,132770,52341480,27,1,0,6.44115156500874,46.4789384657855
"1539",525900,153200,132771,52591532,23,1,0,6.47286985795346,46.5259932398923
"1540",557500,144500,231084,55751445,11,1,0,6.88550229982951,46.4504853819585
"1541",537900,153500,231085,53791535,357,5,0,6.62921681006771,46.5299125192466
"1542",527000,187100,132772,52701871,6,1,0,6.48181785862317,46.8310392546345
"1543",526200,150700,132773,52621507,12,0,0,6.47717865404017,46.5035390572262
"1544",502000,132300,263858,50201323,6,0,0,6.1658408864043,46.334937594172
"1545",527100,178300,132774,52711783,3,0,0,6.48453081332273,46.7518964360501
"1546",560200,136400,329401,56021364,4,1,0,6.92133640987713,46.3777881668927
"1547",551000,173600,165546,55101736,6,1,0,6.79781615298049,46.71180425021
"1548",528400,185800,132776,52841858,3,1,0,6.50036979104125,46.8194981583254
"1549",528500,162100,132777,52851621,43,1,0,6.50537364942392,46.6063310434729
"1550",529700,162200,132778,52971622,47,2,0,6.52102010265707,46.6073578200622
"1551",530000,161400,132779,53001614,3,0,0,6.52505717598244,46.600193338093
"1552",529700,178100,132780,52971781,4,0,0,6.51858681927044,46.750376716918
"1553",529500,171700,132781,52951717,19,0,0,6.51695333839598,46.6927884835393
"1554",530200,152300,132782,53021523,292,0,0,6.52904376786091,46.5183599043483
"1555",533600,173000,165553,53361730,19,0,0,6.57036225016499,46.7049024407248
"1556",548700,155000,231096,54871550,30,0,0,6.76981134279969,46.5443202225045
"1557",530200,169100,132783,53021691,4,0,0,6.52649907769274,46.6694753006772
"1558",546500,160500,231097,54651605,4,0,0,6.74049233729049,46.5936217262707
"1559",530500,179000,132784,53051790,16,0,0,6.52891932138014,46.7585559596588
"1560",532000,155800,132785,53201558,17,1,0,6.5519829657208,46.550027725723
"1561",574300,141000,329413,57431410,6,1,0,7.10434373939843,46.4198555305252
"1562",502600,130900,165558,50261309,4,1,0,6.17392516331925,46.3224326455553
"1563",531200,154500,132787,53121545,21,1,0,6.54174638039716,46.538252439333
"1564",503300,136900,165559,50331369,8,0,0,6.18176509602418,46.3765004944822
"1565",531000,161300,132788,53101613,51,1,0,6.5381221345387,46.5993978017678
"1566",531800,151600,132789,53181516,14,1,0,6.5499955190738,46.512228276886
"1567",509700,141800,165560,50971418,25,4,0,6.26398359687854,46.4214655576992
"1568",531900,151900,132790,53191519,3,1,0,6.55125419885531,46.5149369635623
"1569",532300,155800,132791,53231558,38,1,0,6.55589434188562,46.5500581453952
"1570",532300,167200,132792,53231672,3,1,0,6.55421909092038,46.6526011160585
"1571",570300,128000,263877,57031280,5,1,0,7.05314494005195,46.3027487451512
"1572",532400,152200,132794,53241522,9,0,0,6.55772505583423,46.5176861414932
"1573",533800,181500,132795,53381815,10,1,0,6.57174947828153,46.7813790851866
"1574",543500,164300,263879,54351643,3,0,0,6.70088010904608,46.6275565814431
"1575",575200,145700,231109,57521457,4,0,0,7.11579890455256,46.4621684682819
"1576",516000,147900,165567,51601479,3,0,0,6.34481896196815,46.4771521066691
"1577",533200,153400,132796,53321534,428,2,0,6.56797569009864,46.5285604941292
"1578",542300,156100,329424,54231561,16,1,0,6.68623845598816,46.5536937236011
"1579",534600,161100,132798,53461611,5,0,0,6.58513008711214,46.5979606635859
"1580",517000,147100,165570,51701471,5,0,0,6.35798238474245,46.4700809217112
"1581",534600,154900,132799,53461549,3,0,0,6.58600920559694,46.54219133739
"1582",535300,155300,132800,53531553,15,0,0,6.595078424127,46.5458574075604
"1583",574300,145800,231114,57431458,3,0,0,7.10407759017102,46.463034117399
"1584",535700,157200,132801,53571572,20,1,0,6.60002850267899,46.5629866090463
"1585",535100,155400,132802,53511554,11,0,0,6.59245696880146,46.5467375481573
"1586",531400,153900,296657,53141539,30,1,0,6.54444251814538,46.532875960226
"1587",535900,154300,132803,53591543,51,2,0,6.60303945197894,46.5369200623138
"1588",536100,154100,132804,53611541,82,2,0,6.6056740961874,46.535140168293
"1589",548000,162700,329430,54801627,3,0,0,6.75981716762931,46.613529576791
"1590",517400,150200,231118,51741502,11,0,0,6.36263627233048,46.4980141221017
"1591",534800,165000,132805,53481650,3,0,0,6.58718775995119,46.6330608219027
"1592",541900,151400,263889,54191514,29,2,0,6.6816140451385,46.5113817612189
"1593",537000,153300,132806,53701533,232,3,0,6.61751421444127,46.5280293992827
"1594",536900,153100,132807,53691531,169,6,0,6.61623825834129,46.526220959172
"1595",537600,154700,132808,53761547,31,0,0,6.62514471385377,46.5406787593562
"1596",546400,168900,198351,54641689,15,1,0,6.7382091120458,46.6691733382341
"1597",538000,153800,132810,53801538,164,4,0,6.63047986356342,46.5326203257156
"1598",538000,157200,132811,53801572,17,1,0,6.63002321185653,46.5632037219501
"1599",537900,151900,132812,53791519,280,4,0,6.62943184973795,46.5155203201704
"1600",537800,181100,132813,53781811,3,0,0,6.62417989615043,46.7781665241041
"1601",538400,180900,132814,53841809,169,1,0,6.63206276002958,46.7764232708676
"1602",545900,193500,165585,54591935,6,3,1,6.72876778965353,46.8904113286145
"1603",538200,160200,132815,53821602,12,0,0,6.63222940016109,46.5902075478177
"1604",561800,184300,198358,56181843,4,0,0,6.93816159135743,46.8087593410975
"1605",538100,182300,132816,53811823,4,1,0,6.62794554454731,46.7889883909808
"1606",544200,190000,329443,54421900,3,0,0,6.70689083010134,46.8587886251588
"1607",538100,165900,132817,53811659,49,2,0,6.63015836471072,46.641470274265
"1608",538800,166400,132818,53881664,72,2,0,6.63923393486158,46.6460323093412
"1609",536400,183100,263903,53641831,3,1,0,6.60557141014579,46.7960241924069
"1610",538800,181000,132819,53881810,71,0,0,6.6372865218215,46.777359623833
"1611",538600,166100,132820,53861661,145,3,0,6.63666173469234,46.6433154331244
"1612",539100,165900,132821,53911659,33,4,0,6.64321850675771,46.6415621879263
"1613",539200,151100,132822,53921511,40,1,0,6.6464757869554,46.5084435093227
"1614",539000,160600,132823,53901606,7,0,0,6.64261466662784,46.5938790536902
"1615",539300,170800,132824,53931708,15,1,0,6.64518345095013,46.6856562336051
"1616",539000,159200,132825,53901592,3,0,0,6.64279993952715,46.5812858947372
"1617",539500,152200,132826,53951522,70,3,0,6.65024023161322,46.5183653467352
"1618",540200,151700,296681,54021517,39,2,0,6.65942626511994,46.5139306524814
"1619",539400,171600,132827,53941716,19,1,0,6.64638496105516,46.6928613614557
"1620",566600,132100,231140,56661321,7,4,1,7.00482747176249,46.33945653442
"1621",563200,132400,263911,56321324,23,1,0,6.96064453204437,46.3419775226527
"1622",539800,170900,132828,53981709,25,0,0,6.65170576519253,46.6866010221836
"1623",528300,163000,263913,52831630,137,0,0,6.50262325055352,46.6144050520488
"1624",508700,143900,263914,50871439,40,0,0,6.25056367810815,46.4402188084077
"1625",508200,163400,198372,50821634,10,1,0,6.24018281508186,46.6155442646537
"1626",538600,181800,231143,53861818,103,1,0,6.63456058031521,46.7845371872711
"1627",540400,180700,132830,54041807,28,0,0,6.65827453373235,46.7748061573988
"1628",562000,185800,296686,56201858,35,1,0,6.9406571124628,46.8222635896463
"1629",540100,179700,132831,54011797,19,1,0,6.65447762731825,46.7657842715968
"1630",500700,139800,231144,50071398,4,0,0,6.14735711134951,46.402204656932
"1631",540700,152800,132832,54071528,10,1,0,6.66579982662805,46.5238698043922
"1632",540600,181000,132833,54061810,23,3,0,6.66085409839506,46.7775225114391
"1633",541700,156500,132834,54171565,3,0,0,6.67836451226405,46.5572397814708
"1634",533200,183800,198377,53321838,9,0,0,6.56355728156289,46.8020073669134
"1635",541900,150800,132835,54191508,28,2,0,6.68168945035132,46.5059846480246
"1636",550100,174500,231149,55011745,7,0,0,6.785948615947,46.7198332017093
"1637",529000,152800,198378,52901528,33,4,0,6.5133306839756,46.5227312149516
"1638",541500,154300,132836,54151543,3,1,0,6.67603532893945,46.537432951641
"1639",541900,152900,132837,54191529,8,1,0,6.68142546571268,46.5248745398348
"1640",541400,156400,132838,54141564,19,1,0,6.67446525011125,46.556314056721
"1641",533900,173200,198380,53391732,15,0,0,6.57425605400848,46.7067312181232
"1642",545800,193700,165609,54581937,12,2,0,6.72743193548894,46.8922021695034
"1643",499300,145200,329466,49931452,4,1,0,6.12798231675022,46.4505655463518
"1644",536500,154500,296695,53651545,171,6,0,6.61083286956687,46.5387762753011
"1645",541300,171900,132840,54131719,11,0,0,6.67118458614677,46.6957297031709
"1646",542500,151900,132841,54251519,10,1,0,6.68936915718738,46.515931148987
"1647",526200,174000,198384,52621740,8,2,0,6.47344510367494,46.7131198043618
"1648",542500,150200,132842,54251502,7,2,0,6.68958059539547,46.5006393134476
"1649",539900,154700,198385,53991547,24,1,0,6.6551271625653,46.5408892525037
"1650",542100,151000,132843,54211510,11,1,0,6.68426991299044,46.5078010077351
"1651",543000,178500,132844,54301785,4,1,0,6.6925889527093,46.7552445486075
"1652",511500,166700,198387,51151667,4,1,0,6.28262344661261,46.6456715195349
"1653",542800,160900,132845,54281609,10,0,0,6.69216260667493,46.59691349612
"1654",542400,192700,132846,54241927,5,0,0,6.68294658668014,46.8829214660503
"1655",542400,187900,132847,54241879,15,0,0,6.68355250055662,46.8397458832915
"1656",548600,149900,165618,54861499,21,1,0,6.76907494097297,46.4984366432472
"1657",567300,118700,263931,56731187,11,2,0,7.01485876045186,46.2189517558464
"1658",542500,153500,132848,54251535,7,1,0,6.6891700463816,46.5303234573616
"1659",501200,143800,296704,50121438,6,0,0,6.15300565478671,46.4382561131662
"1660",529200,186000,263933,52921860,18,0,0,6.51082126235801,46.8213826574339
"1661",542100,161400,132849,54211614,56,1,0,6.6829651603298,46.6013508175383
"1662",561500,132500,296705,56151325,3,0,0,6.93855566908118,46.342781785096
"1663",543700,176900,132850,54371769,5,1,0,6.70194699762287,46.7409119363149
"1664",538100,165300,296706,53811653,17,1,0,6.63023909249533,46.6360732326799
"1665",544100,193500,132851,54411935,6,0,0,6.70515055382086,46.890262450517
"1666",564200,129600,231165,56421296,21,3,0,6.97384851503935,46.3168442881727
"1667",538900,184100,296707,53891841,3,1,0,6.6381817954873,46.8052531330466
"1668",543300,151400,132852,54331514,16,1,0,6.69985446381363,46.5115017679767
"1669",565300,127600,296708,56531276,14,1,0,6.98827839167378,46.2989110665306
"1670",543700,166900,132853,54371669,14,0,0,6.70317331214965,46.6509608564583
"1671",559500,143900,231167,55951439,31,5,0,6.91158380566055,46.4452119389252
"1672",533400,156000,165626,53341560,3,2,1,6.57020723351318,46.5519675418048
"1673",543400,151200,132855,54341512,8,1,0,6.70118184176312,46.5097111859873
"1674",543800,164000,132856,54381640,8,2,0,6.70483380261217,46.6248833325092
"1675",543600,164100,132857,54361641,37,1,0,6.70221030356519,46.6257659979091
"1676",545800,151800,132858,54581518,6,1,0,6.73237993598887,46.515306882285
"1677",545600,164800,132859,54561648,70,2,0,6.72824053410332,46.6322284411864
"1678",545300,148900,132861,54531489,17,2,0,6.72620805225928,46.4891800322193
"1679",569700,127800,263945,56971278,29,2,0,7.04537035558774,46.3009228707659
"1680",545900,160200,132862,54591602,5,0,0,6.73269831386171,46.5908748845122
"1681",517400,148400,198404,51741484,3,0,0,6.36295768592955,46.4818235451522
"1682",547200,164100,132863,54721641,3,0,0,6.74921376322513,46.62606015352
"1683",534000,155100,231177,53401551,71,1,0,6.57815897030946,46.5439314456813
"1684",539400,160300,263949,53941603,5,1,0,6.64787357793313,46.5912168927793
"1685",547100,183400,132865,54711834,30,3,0,6.74568287931146,46.7996583920991
"1686",546000,151400,132866,54601514,3,0,0,6.73503264042582,46.5117249438095
"1687",515700,153900,231180,51571539,9,0,0,6.3398189676602,46.5310827821199
"1688",556800,147200,231183,55681472,36,1,0,6.87614029798542,46.4747281837614
"1689",547000,183200,198412,54701832,24,3,0,6.74439619106102,46.7978514320132
"1690",548300,149500,132872,54831495,4,2,1,6.76521189521445,46.4948154423793
"1691",503300,130500,296728,50331305,22,1,0,6.18309597415303,46.3189359706479
"1692",567200,118700,263957,56721187,17,1,0,7.01356282787269,46.2189468916728
"1693",532200,151400,263958,53221514,76,1,0,6.55523638257093,46.5104698905565
"1694",549100,148800,132875,54911488,4,0,0,6.77570891756846,46.4885800071308
"1695",549200,158100,132877,54921581,22,0,0,6.77598853381158,46.5722436987525
"1696",558000,176700,329503,55801767,3,0,0,6.88907487394159,46.7401669419345
"1697",548600,151400,132878,54861514,6,0,0,6.76890819213842,46.5119295645905
"1698",531300,156200,198420,53131562,7,0,0,6.54279689933654,46.5535542258515
"1699",548600,160600,132879,54861606,27,0,0,6.76788363036438,46.5946859862387
"1700",565200,197300,165651,56521973,14,1,0,6.98171388497566,46.9258828566937
"1701",549900,147900,132881,54991479,7,0,0,6.78622517630441,46.4805445407205
"1702",540500,186600,263966,54051866,4,1,0,6.65881613889683,46.8278853489784
"1703",550000,153200,132882,55001532,4,0,0,6.78695422303556,46.5282270928292
"1704",554100,170800,296737,55411708,3,0,0,6.83863622617605,46.6868380594939
"1705",550300,166600,132883,55031666,3,1,0,6.78941931610717,46.6487860123531
"1706",545000,189600,329510,54501896,13,1,0,6.71742943301311,46.8552572536989
"1707",549700,158400,132885,54971584,27,0,0,6.78247763936099,46.5749800662428
"1708",498800,144800,34573,49881448,3,0,0,6.12156321615609,46.4468925073494
"1709",551800,155900,132887,55181559,3,0,0,6.81013194925567,46.552646449585
"1710",551200,147100,132889,55121471,3,1,0,6.80323761685404,46.473444229717
