X,Y,field_1,OBJECTID,RELI,B14BTOT,Count_,IPTA
7.054294,46.874876,21914,187477,57071916,16,0,0
6.529642,46.638014,21915,220248,53041656,3,0,0
6.63934,46.638836,21916,187479,53881656,10,5,1
7.022394,46.250465,21917,253026,56791222,20,2,0
7.015218,46.339496,21918,318573,56741321,32,0,0
7.130057,46.473003,21919,154720,57631469,21,1,0
6.670592,46.553589,21920,154721,54111561,19,2,0
6.747419,46.562178,21921,285807,54701570,5,0,0
6.574104,46.552897,21922,253037,53371561,61,0,0
6.564112,46.767827,21923,154727,53321800,13,1,0
6.826623,46.478071,21924,318585,55301476,23,0,0
6.594517,46.581838,21925,220275,53531593,69,1,0
6.500455,46.513629,21926,187505,52801518,4,4,1
6.527091,46.634395,21927,253053,53021652,8,0,0
6.842888,46.538429,21928,318596,55431543,23,0,0
6.469347,46.504372,21929,187513,52561508,3,1,0
6.574234,46.544801,21930,318600,53371552,63,1,0
6.689116,46.628379,21931,187520,54261644,3,0,0
6.632036,46.778222,21932,220291,53841811,94,3,0
6.552153,46.619299,21933,187523,53211635,26,0,0
6.229962,46.60554,21934,318608,50741623,7,3,0
7.028782,46.952147,21935,220297,56882002,6,0,0
6.80309,46.486038,21936,253069,55121485,3,0,0
7.135245,46.476615,21937,318612,57671473,6,4,1
6.574018,46.558294,21938,318616,53371567,18,1,0
6.500276,46.824895,21939,285848,52841864,63,1,0
6.659597,46.773916,21940,154764,54051806,24,1,0
6.860612,46.465654,21941,318620,55561462,27,3,0
6.631847,46.790815,21942,187539,53841825,14,1,0
6.59348,46.564737,21943,187540,53521574,11,0,0
6.644273,46.658662,21944,220312,53921678,6,1,0
6.181423,46.335112,21945,220313,50321323,6,0,0
6.637954,46.644224,21946,154775,53871662,31,4,0
6.553414,46.622008,21947,253096,53221638,65,1,0
7.101893,46.39556,21948,318640,57411383,10,1,0
6.813888,46.566161,21949,220327,55211574,24,1,0
6.63302,46.537136,21950,318644,53821543,238,2,0
6.542052,46.598529,21951,220333,53131612,3,0,0
6.578016,46.552926,21952,220336,53401561,137,2,0
6.70444,46.846179,21953,187565,54401886,4,0,0
6.342506,46.462735,21954,318655,51581463,29,2,0
6.713729,46.545776,21955,318657,54441552,3,0,0
6.752111,46.603588,21956,220348,54741616,3,0,0
6.631955,46.783619,21957,253119,53841817,166,1,0
6.737499,46.522535,21958,318664,54621526,4,1,0
6.522264,46.610966,21959,285893,52981626,32,0,0
6.263678,46.615789,21960,220352,51001634,5,1,0
6.612507,46.514499,21961,318667,53661518,39,1,0
6.664664,46.512167,21962,187585,54061515,29,3,0
6.622849,46.519971,21963,187586,53741524,21,10,0
7.026332,46.244182,21964,253129,56821215,4,0,0
6.468928,46.527759,21965,187588,52561534,45,2,0
6.60244,46.660162,21966,318674,53601680,3,0,0
6.175641,46.304458,21967,253132,50271289,3,1,0
6.784272,46.534509,21968,318675,54981539,3,0,0
6.541776,46.536453,21969,220362,53121543,12,1,0
6.727563,46.882308,21970,187592,54581926,24,1,0
6.654345,46.5049,21971,154822,53981507,3,1,0
6.163593,46.375398,21972,154823,50191368,33,1,0
6.367131,46.468368,21973,154827,51771469,21,0,0
6.990585,46.334004,21974,253142,56551315,3,0,0
6.543139,46.532866,21975,220372,53131539,26,2,0
6.579662,46.531348,21976,285915,53411537,52,0,0
6.603399,46.682659,21977,187602,53611705,33,1,0
6.480315,46.841822,21978,220374,52691883,3,1,0
6.607425,46.590929,21979,253146,53631603,17,1,0
7.023798,46.917048,21980,318689,56841963,7,1,0
6.451232,46.56899,21981,187605,52431580,3,0,0
7.063708,46.276697,21982,318690,57111251,3,2,1
6.907504,46.463185,21983,187607,55921459,17,1,0
6.247825,46.38711,21984,154836,50841380,4,1,0
6.340539,46.559878,21985,253152,51581571,3,1,0
6.664741,46.50677,21986,318694,54061509,3,2,1
6.748142,46.505508,21987,318697,54701507,5,0,0
6.620783,46.829419,21988,187617,53761868,3,1,0
6.855614,46.567282,21989,253160,55531575,7,1,0
6.623012,46.509177,21990,318704,53741512,75,0,0
6.150384,46.384245,21991,318705,50091378,32,0,0
6.750222,46.546902,21992,253163,54721553,3,0,0
6.864741,46.690571,21993,253164,55611712,18,1,0
6.706284,46.517841,21994,154852,54381521,3,0,0
6.94275,46.452549,21995,187624,56191447,5,2,0
6.230246,46.475991,21996,187625,50721479,21,0,0
6.118829,46.452259,21997,122085,49861454,13,0,0
6.650498,46.769355,21998,220399,53981801,147,1,0
7.0113,46.34218,21999,318714,56711324,18,9,1
6.641361,46.767493,22000,285947,53911799,220,1,0
6.668291,46.531983,22001,154869,54091537,3,1,0
6.161755,46.342989,22002,122098,50171332,22,2,0
6.438664,46.472619,22003,253183,52321473,6,0,0
6.736645,46.688955,22004,285955,54631711,3,1,0
6.161797,46.34119,22005,122100,50171330,37,0,0
6.161816,46.450951,22006,122101,50191452,12,1,0
6.164163,46.351113,22007,122102,50191341,47,1,0
6.44922,46.607656,22008,187646,52421623,4,1,0
6.228308,46.387803,22009,220417,50691381,181,2,0
6.175662,46.303559,22010,122107,50271288,11,0,0
6.607281,46.51536,22011,285964,53621519,3,2,1
6.177135,46.407938,22012,122109,50301404,81,2,0
6.181715,46.322519,22013,122111,50321309,10,0,0
6.184498,46.314453,22014,122112,50341300,7,1,0
6.876122,46.476527,22015,220426,55681474,7,0,0
6.185589,46.323462,22016,122116,50351310,6,0,0
6.194472,46.389236,22017,122119,50431383,11,0,0
6.724775,46.499067,22018,187664,54521500,3,1,0
6.201607,46.361424,22019,122123,50481352,3,0,0
6.959568,46.316785,22020,154895,56311296,25,2,0
6.507089,46.734091,22021,285980,52881763,34,1,0
6.201656,46.416305,22022,122125,50491413,36,1,0
6.382258,46.694319,22023,285981,51921720,3,0,0
6.203018,46.413621,22024,154898,50501410,32,1,0
6.204695,46.339866,22025,122127,50501328,3,0,0
6.241289,46.624553,22026,285982,50831644,3,0,0
6.902306,46.462261,22027,253214,55881458,4,1,0
6.205898,46.458636,22028,122131,50531460,10,1,0
6.208954,46.381297,22029,122133,50541374,25,0,0
6.502937,46.520847,22030,187675,52821526,52,2,0
6.606591,46.560336,22031,285990,53621569,23,1,0
6.208036,46.421772,22032,122136,50541419,3,0,0
6.161945,46.334894,22033,253221,50171323,13,0,0
6.382332,46.490102,22034,154908,51891493,3,0,0
6.203193,46.577363,22035,318764,50531592,7,1,0
6.230166,46.479589,22036,122138,50721483,7,0,0
6.51085,46.66755,22037,220451,52901689,42,1,0
6.872348,46.713098,22038,154910,55671737,20,0,0
6.23819,46.411299,22039,122139,50771407,16,0,0
6.160626,46.335779,22040,23827,50161324,39,0,0
6.234631,46.454446,22041,122140,50751455,6,0,0
6.246937,46.427585,22042,122141,50841425,31,0,0
6.246571,46.621909,22043,122142,50871641,6,1,0
6.249243,46.441105,22044,122143,50861440,42,1,0
6.165441,46.352027,22045,23830,50201342,20,1,0
6.174156,46.368319,22046,23832,50271360,3,0,0
6.267497,46.620327,22047,122145,51031639,3,0,0
6.255945,46.611211,22048,122146,50941629,3,0,0
6.191748,46.394604,22049,23834,50411389,50,1,0
6.260394,46.407034,22050,122147,50941402,3,0,0
6.510934,46.586585,22051,154919,52891599,3,1,0
6.261421,46.41964,22052,122148,50951416,158,0,0
6.335341,46.558929,22053,286004,51541570,20,1,0
6.261909,46.397153,22054,122149,50951391,3,0,0
6.52618,46.610998,22055,154920,53011626,14,1,0
6.186804,46.327074,22056,23837,50361314,25,1,0
6.277009,46.4207,22057,122150,51071417,22,1,0
6.88121,46.488247,22058,318777,55721487,3,0,0
6.187603,46.574494,22059,23839,50411589,6,0,0
6.278618,46.406322,22060,122152,51081401,4,0,0
6.32696,46.458986,22061,122153,51461459,19,0,0
6.333321,46.53012,22062,122154,51521538,3,0,0
6.19468,46.436921,22063,253239,50441436,10,0,0
6.298137,46.467696,22064,122155,51241469,3,0,0
6.198407,46.3308,22065,23843,50451318,18,0,0
6.288772,46.418121,22066,122156,51161414,22,0,0
6.901947,46.366903,22067,286012,55871352,3,1,0
6.781599,46.539891,22068,253241,54961545,3,0,0
6.31811,46.509279,22069,122157,51401515,58,1,0
6.199583,46.336211,22070,23844,50461324,9,0,0
6.192883,46.458494,22071,23845,50431460,6,0,0
6.330644,46.469818,22072,154929,51491471,52,0,0
6.345037,46.466358,22073,122158,51601467,93,0,0
6.377191,46.553029,22074,122159,51861563,9,1,0
6.350334,46.461911,22075,122160,51641462,3,0,0
6.204953,46.385752,22076,23848,50511379,25,1,0
6.377525,46.602513,22077,122161,51871618,27,1,0
6.200984,46.331728,22078,23849,50471319,22,0,0
6.334477,46.537329,22079,122162,51531546,32,2,0
6.412472,46.480482,22080,122163,52121482,47,1,0
6.402971,46.636933,22081,122164,52071656,3,1,0
6.206844,46.359682,22082,23851,50521350,50,2,0
6.410056,46.470564,22083,122165,52101471,8,0,0
6.759467,46.641415,22084,220479,54801658,23,1,0
6.670617,46.55179,22085,187708,54111559,3,2,1
6.381064,46.488291,22086,122166,51881491,3,0,0
6.204155,46.42083,22087,23853,50511418,3,0,0
6.390833,46.724086,22088,122167,51991753,18,0,0
6.210721,46.360624,22089,23854,50551351,15,0,0
6.43561,46.496882,22090,122168,52301500,3,0,0
6.205822,46.576492,22091,23855,50551591,3,0,0
6.731405,46.589967,22092,286024,54581601,6,0,0
6.446409,46.476286,22093,122169,52381477,42,0,0
6.206429,46.43525,22094,23856,50531434,11,1,0
6.426788,46.550782,22095,122170,52241560,35,2,0
6.726873,46.537762,22096,187713,54541543,15,0,0
6.428282,46.470728,22097,122171,52241471,5,2,0
6.214173,46.380454,22098,23858,50581373,108,1,0
6.213607,46.578375,22099,23859,50611593,3,0,0
6.42215,46.589425,22100,122172,52211603,4,0,0
6.597378,46.565666,22101,154943,53551575,62,0,0
6.623855,46.53977,22102,318799,53751546,105,1,0
6.23687,46.412185,22103,23860,50761408,20,0,0
7.013926,46.338591,22104,154944,56731320,14,0,0
6.44288,46.526634,22105,122173,52361533,3,1,0
6.236716,46.477859,22106,23861,50771481,10,1,0
6.461366,46.73011,22107,122174,52531759,3,0,0
6.452854,46.47994,22108,122175,52431481,26,1,0
6.165356,46.355625,22109,220489,50201346,48,0,0
6.455872,46.744456,22110,122176,52491775,6,0,0
6.614795,46.792493,22111,318802,53711827,16,2,0
6.317812,46.649622,22112,253260,51421671,10,1,0
6.231548,46.476005,22113,23863,50731479,16,0,0
6.475812,46.507126,22114,253261,52611511,12,4,0
6.460699,46.478209,22115,122177,52491479,20,1,0
6.23541,46.419367,22116,23864,50751416,4,0,0
6.924485,46.868969,22117,154949,56081910,26,1,0
6.45505,46.50245,22118,122178,52451506,4,0,0
6.455376,46.48446,22119,122179,52451486,40,3,0
6.232948,46.413043,22120,23866,50731409,6,0,0
6.558982,46.841554,22121,286034,53291882,6,0,0
6.455112,46.570823,22122,122180,52461582,6,0,0
6.250938,46.423129,22123,23868,50871420,17,0,0
6.495228,46.514486,22124,122181,52761519,63,2,0
6.934267,46.385043,22125,318808,56121372,4,1,0
6.476381,46.695152,22126,122182,52641720,17,2,0
6.246934,46.486963,22127,23869,50851491,7,0,0
6.195893,46.327174,22128,286038,50431314,17,0,0
6.483554,46.659228,22129,122183,52691680,24,1,0
6.213707,46.45872,22130,220496,50591460,24,2,0
6.24431,46.487835,22131,23870,50831492,24,0,0
6.566861,46.678787,22132,187725,53331701,22,0,0
6.246407,46.392493,22133,23871,50831386,10,0,0
6.242428,46.39605,22134,23872,50801390,8,2,0
6.850256,46.460204,22135,318812,55481456,48,1,0
6.474689,46.716729,22136,122186,52631744,3,1,0
6.271807,46.420647,22137,23873,51031417,77,1,0
6.197261,46.437849,22138,318813,50461437,3,0,0
6.50707,46.659422,22139,122187,52871680,18,1,0
6.28005,46.643846,22140,23874,51131665,19,1,0
7.018554,46.916129,22141,154959,56801962,27,0,0
6.28126,46.648357,22142,23875,51141670,12,1,0
6.501603,46.522635,22143,122188,52811528,14,1,0
6.630762,46.513731,22144,220502,53801517,77,7,0
6.505218,46.615326,22145,122189,52851631,27,0,0
6.261363,46.422338,22146,23876,50951419,46,4,0
6.525407,46.579505,22147,122190,53001591,7,1,0
6.267905,46.420606,22148,23877,51001417,131,3,0
6.530537,46.817943,22149,253275,53071856,3,0,0
6.259388,46.513184,22150,23878,50951520,39,1,0
6.526772,46.653284,22151,286046,53021673,35,1,0
6.510835,46.668449,22152,122191,52901690,57,0,0
6.277713,46.448597,22153,23879,51081448,12,1,0
6.26623,46.618514,22154,23880,51021637,13,1,0
6.52489,46.610088,22155,122193,53001625,43,2,0
6.522544,46.517408,22156,122194,52971522,24,0,0
6.307725,46.507377,22157,23881,51321513,23,0,0
6.296285,46.493768,22158,23882,51231498,6,0,0
6.512531,46.569505,22159,122195,52901580,4,0,0
6.864655,46.698666,22160,154967,55611721,3,0,0
6.523695,46.526414,22161,122196,52981532,21,2,0
6.314575,46.491251,22162,23884,51371495,7,0,0
6.535602,46.59398,22163,122197,53081607,59,0,0
6.543005,46.540961,22164,318823,53131548,9,0,0
6.53094,46.716291,22165,122198,53061743,16,1,0
6.326529,46.670399,22166,23885,51491694,3,1,0
6.567874,46.534857,22167,286053,53321541,47,3,0
7.026311,46.246881,22168,220511,56821218,31,0,0
6.28933,46.453213,22169,23886,51171453,26,1,0
6.535918,46.575091,22170,122199,53081586,17,1,0
6.53177,46.511185,22171,122200,53041515,22,0,0
6.290669,46.451427,22172,23887,51181451,39,1,0
7.024255,46.346726,22173,154971,56811329,4,1,0
6.31387,46.462455,22174,253284,51361463,5,0,0
6.663605,46.859403,22175,154972,54091901,3,0,0
6.293158,46.45685,22176,23888,51201457,23,0,0
6.372209,46.673534,22177,23889,51841697,5,0,0
6.234768,46.389671,22178,154973,50741383,76,1,0
6.529446,46.649707,22179,122202,53041669,7,1,0
6.346103,46.478064,22180,23890,51611480,4,0,0
6.627172,46.579376,22181,253287,53781590,22,0,0
6.551547,46.656179,22182,122203,53211676,66,2,0
6.857024,46.557394,22183,253288,55541564,10,0,0
6.192142,46.320835,22184,154975,50401307,26,1,0
6.546886,46.621957,22185,122204,53171638,3,1,0
6.370646,46.488194,22186,23891,51801491,17,0,0
6.334513,46.471654,22187,23892,51521473,6,2,0
6.549538,46.540113,22188,122205,53181547,3,0,0
6.859454,46.452155,22189,318832,55551447,65,2,0
6.342488,46.463635,22190,23893,51581464,72,3,0
6.538167,46.596699,22191,122206,53101610,33,0,0
6.549542,46.619279,22192,122207,53191635,21,0,0
6.400392,46.499265,22193,23894,52031503,7,1,0
6.29578,46.455977,22194,187749,51221456,43,1,0
6.167491,46.375442,22195,253292,50221368,7,0,0
6.408538,46.618991,22196,23895,52111636,12,1,0
6.55714,46.553666,22197,122208,53241562,23,2,0
6.561532,46.524013,22198,122209,53271529,25,3,0
6.388477,46.509052,22199,23896,51941514,10,2,0
6.560462,46.509611,22200,122210,53261513,15,2,0
6.424979,46.577755,22201,23897,52231590,20,0,0
6.426148,46.584963,22202,23898,52241598,3,1,0
6.559777,46.551887,22203,122211,53261560,121,2,0
6.464209,46.5727,22204,23899,52531584,5,0,0
6.569817,46.576254,22205,122213,53341587,22,1,0
6.451863,46.60588,22206,23900,52441621,3,0,0
6.452381,46.649066,22207,23901,52451669,24,1,0
6.57465,46.518716,22208,122214,53371523,16,1,0
6.646518,46.772926,22209,187756,53951805,40,1,0
6.571396,46.559174,22210,122215,53351568,14,1,0
6.469926,46.61773,22211,23902,52581634,3,0,0
6.583683,46.606946,22212,122216,53451621,38,1,0
6.872394,46.459417,22213,187759,55651455,9,1,0
6.588913,46.523321,22214,122217,53481528,311,2,0
6.495275,46.511787,22215,23904,52761516,7,2,0
6.577973,46.555625,22216,122218,53401564,22,1,0
6.486218,46.508113,22217,23905,52691512,165,4,0
6.582815,46.661815,22218,122219,53451682,3,0,0
6.485892,46.600772,22219,23906,52701615,14,1,0
6.812875,46.540967,22220,187762,55201546,7,1,0
6.596452,46.54137,22221,122220,53541548,43,1,0
6.478632,46.642094,22222,23907,52651661,20,1,0
6.593522,46.562039,22223,122221,53521571,11,0,0
6.48425,46.545881,22224,23908,52681554,8,2,0
6.483774,46.572866,22225,23909,52681584,3,1,0
6.595262,46.701491,22226,122222,53551726,3,0,0
6.617541,46.52623,22227,122224,53701531,324,7,0
6.502639,46.613506,22228,23911,52831629,8,0,0
6.616457,46.511829,22229,122225,53691515,17,1,0
6.504768,46.716979,22230,23912,52861744,4,0,0
6.616443,46.512728,22231,122226,53691516,64,1,0
6.496439,46.819466,22232,23913,52811858,53,1,0
6.509729,46.656745,22233,23914,52891677,47,0,0
6.620012,46.535244,22234,122228,53721541,201,3,0
6.50863,46.720609,22235,23915,52891748,13,0,0
6.784934,46.587588,22236,253313,54991598,3,1,0
6.517311,46.825034,22237,23916,52971864,4,0,0
6.625746,46.587463,22238,122229,53771599,6,0,0
6.618695,46.536134,22239,122230,53711542,40,2,0
6.518421,46.52997,22240,23917,52941536,8,1,0
6.630587,46.525424,22241,122231,53801530,177,5,0
6.515862,46.756652,22242,23918,52951788,4,0,0
6.526773,46.730651,22243,23919,53031759,72,2,0
6.63209,46.774624,22244,122232,53841807,30,0,0
6.635933,46.516466,22245,122233,53841520,123,6,0
6.534207,46.599367,22246,23920,53071613,17,0,0
6.534237,46.597568,22247,23921,53071611,27,0,0
6.634377,46.533548,22248,122235,53831539,164,1,0
6.54109,46.57783,22249,23922,53121589,54,2,0
6.633287,46.519146,22250,122236,53821523,17,4,0
6.553346,46.54644,22251,23923,53211554,287,4,0
6.636595,46.647813,22252,122237,53861666,6,0,0
6.549936,46.515826,22253,23924,53181520,4,1,0
6.638433,46.52368,22254,122238,53861528,6,5,1
6.549497,46.621978,22255,23925,53191638,6,0,0
6.563455,46.56631,22256,23926,53291576,9,0,0
6.638436,46.788163,22257,122239,53891822,52,3,0
6.304562,46.658487,22258,253324,51321681,5,1,0
6.639473,46.629841,22259,122240,53881646,4,0,0
6.561721,46.512319,22260,23927,53271516,5,1,0
6.639327,46.639736,22261,122241,53881657,23,6,0
6.560923,46.802887,22262,23928,53301839,3,0,0
6.638686,46.50659,22263,122242,53861509,3,1,0
7.150228,46.352514,22264,187784,57781335,20,2,0
6.556407,46.518576,22265,23929,53231523,16,0,0
6.647621,46.519247,22266,122243,53931523,18,3,0
6.551279,46.831599,22267,23930,53231871,7,0,0
6.646463,46.509343,22268,122244,53921512,85,1,0
6.558934,46.764189,22269,23931,53281796,10,0,0
6.553429,46.621109,22270,23932,53221637,12,1,0
6.236607,46.600212,22271,155016,50791617,6,0,0
6.642617,46.7711,22272,122245,53921803,56,1,0
6.899666,46.465846,22273,286101,55861462,29,2,0
6.410005,46.473263,22274,155017,52101474,3,0,0
6.645316,46.676661,22275,122246,53931698,4,1,0
6.559499,46.568978,22276,23933,53261579,3,1,0
6.652546,46.539072,22277,122247,53971545,39,1,0
6.574277,46.542103,22278,23934,53371549,58,1,0
7.070842,46.372974,22279,286103,57171358,4,0,0
6.576898,46.541223,22280,23935,53391548,171,1,0
6.647748,46.778332,22281,122248,53961811,44,1,0
6.64785,46.682076,22282,122249,53951704,3,0,0
7.040179,46.300905,22283,286104,56931278,8,0,0
6.569192,46.533967,22284,23936,53331540,128,1,0
6.646372,46.693761,22285,122250,53941717,11,1,0
6.571165,46.573566,22286,23937,53351584,4,0,0
6.731417,46.688922,22287,187793,54591711,8,0,0
6.659362,46.518428,22288,122251,54021522,109,3,0
6.575752,46.531319,22289,23938,53381537,78,1,0
6.919248,46.868046,22290,155023,56041909,3,0,0
6.572944,46.543892,22291,23939,53361551,4,2,1
6.655643,46.775688,22292,122252,54021808,83,0,0
6.660587,46.523834,22293,122253,54031528,17,2,0
6.576526,46.646475,22294,23940,53401665,8,0,0
6.659219,46.528323,22295,122254,54021533,27,2,0
6.578245,46.538534,22296,23941,53401545,310,3,0
6.934803,46.747574,22297,318881,56151775,3,1,0
6.355217,46.478151,22298,187797,51681480,31,1,0
6.578116,46.54663,22299,23942,53401554,27,1,0
6.669761,46.612058,22300,122255,54111626,4,0,0
6.666808,46.544568,22301,122256,54081551,15,1,0
6.588602,46.54311,22302,23943,53481550,4,1,0
6.662897,46.544541,22303,122257,54051551,9,1,0
6.586207,46.529598,22304,23944,53461535,7,1,0
6.542163,46.513066,22305,155029,53121517,3,0,0
6.4086,46.478648,22306,187800,52091480,6,0,0
6.335726,46.54004,22307,286113,51541549,4,1,0
6.676466,46.506849,22308,122259,54151509,34,1,0
6.599338,46.523399,22309,23946,53561528,42,2,0
6.671785,46.653453,22310,122260,54131672,20,3,0
6.59648,46.539571,22311,23947,53541546,15,3,0
6.593954,46.701481,22312,23948,53541726,3,0,0
6.676251,46.522141,22313,122261,54151526,28,4,0
6.667346,46.506788,22314,286117,54081509,134,1,0
6.682955,46.508692,22315,122262,54201511,53,2,0
6.6751,46.511338,22316,122263,54141514,28,2,0
6.604662,46.516241,22317,23950,53601520,17,3,0
6.68254,46.538376,22318,122264,54201544,15,0,0
6.604903,46.8392,22319,23951,53641879,7,1,0
6.63633,46.577642,22320,286119,53851588,16,0,0
6.721071,46.778816,22321,220578,54521811,4,0,0
6.668941,46.761385,22322,122265,54121792,4,1,0
6.603552,46.588202,22323,23952,53601600,96,3,0
7.114513,46.459466,22324,286121,57511454,3,0,0
6.601189,46.656554,22325,23953,53591676,51,1,0
6.681576,46.51408,22326,122266,54191517,7,2,0
6.6856,46.599569,22327,122267,54231612,58,0,0
6.605162,46.568422,22328,23954,53611578,3,1,0
6.681958,46.673312,22329,122268,54211694,12,1,0
6.602028,46.518021,22330,23955,53581522,3,0,0
6.612466,46.517198,22331,23956,53661521,254,2,0
6.692173,46.501556,22332,122269,54271503,23,3,0
6.203478,46.336254,22333,220583,50491324,8,0,0
6.166697,46.35384,22334,187812,50211344,29,0,0
6.691479,46.551929,22335,122270,54271559,6,2,0
6.613471,46.793383,22336,23957,53701828,3,3,1
6.690558,46.712951,22337,122271,54281738,18,1,0
6.624333,46.594649,22338,23958,53761607,16,0,0
6.625482,46.518191,22339,23959,53761522,130,5,0
6.704785,46.628481,22340,122272,54381644,19,0,0
6.62919,46.531712,22341,23960,53791537,228,4,0
6.526195,46.610098,22342,286128,53011625,102,2,0
6.626161,46.820461,22343,23961,53801858,7,1,0
6.509922,46.721519,22344,220587,52901749,3,0,0
6.628893,46.638762,22345,23962,53801656,25,1,0
6.726156,46.889496,22346,122275,54571934,40,3,0
6.747477,46.761887,22347,122276,54721792,8,0,0
6.624696,46.743986,22348,23963,53781773,3,1,0
6.634764,46.507462,22349,23964,53831510,5,0,0
6.64458,46.548913,22350,318904,53911556,5,0,0
6.751697,46.533417,22351,122278,54731538,3,0,0
6.637236,46.516475,22352,23965,53851520,17,7,0
6.830935,46.674203,22353,253362,55351694,3,1,0
6.743691,46.547762,22354,122279,54671554,3,1,0
6.636277,46.58124,22355,23966,53851592,14,1,0
6.395844,46.53251,22356,220593,52001540,5,0,0
6.764865,46.522701,22357,122280,54831526,3,0,0
6.632886,46.546132,22358,23967,53821553,17,2,0
6.631451,46.642379,22359,23968,53821660,3,2,1
6.638579,46.513786,22360,23969,53861517,116,2,0
6.582127,46.540363,22361,155054,53431547,80,5,0
6.634507,46.788135,22362,23970,53861822,162,1,0
6.193152,46.390121,22363,286139,50421384,6,0,0
6.638407,46.52548,22364,23971,53861530,71,10,0
6.767694,46.504726,22365,122284,54851506,3,0,0
6.881607,46.449567,22366,187827,55721444,11,1,0
6.638142,46.807952,22367,23972,53891844,3,3,1
6.650485,46.770255,22368,220598,53981802,102,1,0
6.637861,46.56236,22369,23973,53861571,5,0,0
6.767237,46.541606,22370,122287,54851547,5,2,0
6.640837,46.714413,22371,23974,53901740,14,1,0
6.204658,46.455923,22372,253371,50521457,27,0,0
6.64085,46.713513,22373,23975,53901739,16,0,0
6.202936,46.417219,22374,220602,50501414,3,1,0
6.773921,46.528152,22375,122289,54901532,3,0,0
6.6467,46.582213,22376,23976,53931593,19,0,0
6.6554,46.521999,22377,23977,53991526,174,2,0
6.768297,46.666655,22378,122290,54871686,3,0,0
6.776086,46.777349,22379,122291,54941809,14,1,0
6.651347,46.531867,22380,23978,53961537,21,2,0
6.661606,46.543633,22381,23979,54041550,3,1,0
6.500362,46.519026,22382,155063,52801524,18,1,0
6.661929,46.521145,22383,23980,54041525,86,2,0
6.767872,46.595586,22384,122294,54861607,13,1,0
6.65931,46.522026,22385,23981,54021526,97,1,0
6.713708,46.644731,22386,253378,54451662,3,1,0
6.656169,46.829666,22387,23982,54031868,43,0,0
6.442847,46.528433,22388,155066,52361535,35,1,0
6.795244,46.708191,22389,122295,55081732,4,0,0
6.656061,46.746904,22390,23983,54021776,5,1,0
6.781313,46.778279,22391,122297,54981810,9,0,0
6.66211,46.508551,22392,23984,54041511,4,1,0
6.659297,46.522926,22393,220611,54021527,29,2,0
6.788862,46.477861,22394,122298,55011476,5,1,0
6.651067,46.909694,22395,23985,54001957,5,0,0
6.671207,46.602172,22396,23986,54121615,8,0,0
6.78794,46.663171,22397,122299,55021682,3,1,0
6.80523,46.748728,22398,122300,55161777,11,0,0
6.807601,46.657884,22399,122301,55171676,10,1,0
6.666141,46.591342,22400,23988,54081603,3,0,0
6.812584,46.566154,22401,122302,55201574,17,1,0
6.670289,46.758695,22402,23989,54131789,17,1,0
6.78291,46.64695,22403,318928,54981664,3,0,0
6.568238,46.593335,22404,187844,53331606,37,1,0
6.68695,46.502421,22405,23991,54231504,8,5,1
6.621044,46.639606,22406,220618,53741657,6,0,0
6.803724,46.654264,22407,122305,55141672,3,0,0
6.686688,46.521311,22408,23992,54231525,14,2,0
7.099512,46.36047,22409,253390,57391344,3,0,0
7.055962,46.271273,22410,286161,57051245,4,4,1
6.686626,46.525809,22411,23993,54231530,14,3,0
6.626097,46.564075,22412,286162,53771573,4,0,0
6.820215,46.46904,22413,122307,55251466,7,1,0
6.686751,46.516813,22414,23994,54231520,17,1,0
6.69143,46.838898,22415,23995,54301878,14,1,0
6.844803,46.482665,22416,220621,55441481,3,1,0
6.822509,46.725434,22417,122308,55291751,7,0,0
7.03162,46.924272,22418,318935,56901971,4,1,0
6.691876,46.523144,22419,23996,54271527,6,1,0
6.505265,46.612627,22420,253394,52851628,45,0,0
6.842357,46.468259,22421,187852,55421465,71,6,0
6.693161,46.713867,22422,23997,54301739,3,1,0
6.690435,46.627488,22423,23998,54271643,3,0,0
6.713007,46.696903,22424,253396,54451720,3,1,0
6.68925,46.712942,22425,23999,54271738,3,0,0
6.829518,46.568045,22426,122313,55331576,25,1,0
6.69277,46.552837,22427,24000,54281560,3,1,0
6.82965,46.556351,22428,122314,55331563,4,2,1
6.69215,46.597813,22429,24001,54281610,16,0,0
6.547363,46.830669,22430,286169,53201870,3,0,0
6.828417,46.550047,22431,122315,55321556,5,0,0
6.692634,46.562732,22432,24002,54281571,13,0,0
6.593435,46.651099,22433,318942,53531670,3,1,0
6.510694,46.524509,22434,286171,52881530,3,0,0
6.60748,46.587331,22435,220629,53631599,63,2,0
6.828016,46.469982,22436,122316,55311467,31,2,0
6.713744,46.642033,22437,24003,54451659,6,0,0
6.828356,46.555444,22438,122317,55321562,31,2,0
6.710193,46.517866,22439,24004,54411521,3,0,0
6.564614,46.575315,22440,318944,53301586,19,2,0
7.042435,46.882032,22441,187860,56981924,16,1,0
6.834586,46.464619,22442,122319,55361461,71,2,0
6.702668,46.496227,22443,24006,54351497,5,1,0
6.833592,46.553673,22444,122320,55361560,4,0,0
6.714904,46.848045,22445,24007,54481888,3,0,0
6.837524,46.551895,22446,122321,55391558,4,0,0
6.731135,46.610656,22447,24008,54581624,7,0,0
6.726054,46.500874,22448,24010,54531502,3,1,0
6.72482,46.891286,22449,24011,54561936,3,1,0
6.840966,46.476348,22450,122324,55411474,3,0,0
