x;y;object_id;reli;b14btot;count
6.17537;46.316151;285194;50271302;14;1
6.303946;46.438966;186881;51281437;4;1
6.307981;46.432708;285195;51311430;7;0
6.653524;46.561569;154111;53981570;7;0
6.177757;46.325174;55800;50291312;23;0
6.389333;46.733968;154113;51981764;4;0
6.179347;46.312597;55801;50301298;14;0
6.683744;46.545581;186886;54211552;10;1
6.177804;46.379156;55803;50301372;12;1
6.194615;46.32626;55807;50421313;27;0
6.888151;46.446;252433;55771440;3;0
6.790682;46.652392;154122;55041670;9;2
6.19775;46.359583;55809;50451350;3;0
6.655787;46.765793;317978;54021797;8;1
6.765223;46.493916;219667;54831494;15;1
6.505732;46.661211;317981;52861682;52;0
6.208138;46.417275;55813;50541414;14;1
6.249795;46.41592;219670;50861412;28;0
6.79829;46.561576;154128;55091569;5;1
6.211593;46.437105;55815;50571436;11;2
6.209762;46.460477;55817;50561462;24;1
6.550591;46.555415;154130;53191564;8;1
6.213485;46.583772;55819;50611599;24;2
6.366704;46.489956;186903;51771493;4;0
6.941474;46.307711;285217;56171286;3;0
6.251076;46.416833;285218;50871413;3;0
6.218199;46.432678;55821;50621431;4;1
6.510755;46.520911;219677;52881526;14;3
6.225568;46.394071;55822;50671388;18;1
6.471184;46.693309;317992;52601718;19;1
6.215313;46.445242;55824;50601445;10;1
6.679375;46.764153;186909;54201795;3;0
6.229921;46.607339;55825;50741625;64;4
6.56167;46.595983;317993;53281609;8;0
6.659504;46.508534;317994;54021511;36;3
6.891742;46.347963;186911;55791331;14;0
6.237932;46.599327;55827;50801616;5;0
6.245597;46.429371;55829;50831427;7;0
6.911461;46.457806;219685;55951453;3;2
6.268802;46.62034;55831;51041639;7;1
6.267866;46.422405;55832;51001419;20;1
6.257265;46.431292;55833;50921429;3;0
6.467625;46.527748;318002;52551534;23;2
6.331871;46.537303;55834;51511546;108;1
7.090917;46.282181;219689;57321257;3;1
6.325234;46.479661;55835;51451482;7;0
6.28709;46.436097;55836;51151434;19;0
6.315896;46.490365;55837;51381494;64;0
6.311622;46.44534;318005;51341444;6;0
6.286786;46.511665;55838;51161518;3;0
6.30378;46.509137;55839;51291515;3;1
6.600001;46.564786;318007;53571574;217;1
6.331082;46.512105;55840;51501518;3;0
6.337084;46.537354;55841;51551546;80;1
6.363599;46.58079;55842;51761594;4;1
6.807065;46.70376;252469;55171727;23;1
6.40151;46.645016;55843;52061665;8;0
6.378848;46.601625;55844;51881617;8;2
6.314985;46.471463;154158;51371473;6;0
6.629471;46.774606;252471;53821807;41;1
6.383178;46.513501;55845;51901519;5;0
6.422123;46.729767;55846;52231759;3;0
6.440953;46.489732;55847;52341492;3;0
6.428825;46.581388;55848;52261594;8;2
6.963753;46.878134;318016;56381920;16;0
6.361906;46.469219;219704;51731470;73;1
6.44156;46.527522;55849;52351534;7;1
6.466402;46.523239;55850;52541529;3;2
6.476795;46.525127;219706;52621531;34;1
6.448718;46.492499;55851;52401495;7;0
6.726979;46.529667;252478;54541534;4;0
6.462736;46.509713;55852;52511514;3;0
6.471454;46.532279;55853;52581539;16;1
7.014311;46.954793;186938;56772005;3;0
6.491036;46.530644;55854;52731537;7;1
6.510817;46.517313;55856;52881522;62;3
6.50932;46.604564;55857;52881619;11;0
6.50388;46.768249;55858;52861801;3;0
6.400616;46.487572;252485;52031490;6;1
6.507814;46.616247;55859;52871632;6;0
6.505781;46.73408;55860;52871763;7;0
6.530788;46.725285;55861;53061753;258;3
6.295742;46.457776;318029;51221458;40;1
6.53342;46.724407;55862;53081752;163;4
6.189442;46.325304;154176;50381312;3;0
6.52761;46.758546;55863;53041790;18;0
6.587171;46.551196;186948;53471559;8;0
6.5265;46.824208;55864;53041863;65;0
6.32949;46.462609;318033;51481463;3;1
6.533329;46.729804;55865;53081758;97;1
6.538589;46.64978;55866;53111669;6;1
6.539472;46.59671;55867;53111610;22;0
6.67559;46.661575;186952;54161681;25;0
6.534773;46.721719;55868;53091749;44;3
6.714819;46.854341;285266;54481895;4;0
6.548767;46.507721;55869;53171511;3;0
6.540747;46.598519;55870;53121612;5;1
6.453687;46.649078;154184;52461669;27;1
6.534803;46.71992;55871;53091747;31;2
6.557769;46.514988;55872;53241519;41;0
6.701145;46.51241;219727;54341515;3;2
6.561401;46.532108;55873;53271538;191;1
6.557008;46.641827;55874;53251660;5;0
6.64907;46.777442;252501;53971810;34;1
6.557638;46.603149;55875;53251617;14;0
6.397949;46.558619;219731;52021569;3;0
6.548147;46.624666;285274;53181641;6;0
6.567762;46.703983;55877;53341729;95;0
6.574664;46.517816;55879;53371522;17;1
6.575623;46.539414;55881;53381546;107;3
6.576182;46.668063;55882;53401689;16;0
6.642475;46.514713;252510;53891518;92;2
6.583768;46.601549;55884;53451615;44;1
6.5888;46.530517;55885;53481536;14;1
6.595485;46.519772;55887;53531524;51;0
6.245246;46.386183;318055;50821379;14;1
6.597141;46.580957;55888;53551592;3;1
6.597588;46.552173;55889;53551560;3;1
6.753735;46.578409;219745;54751588;7;0
6.601611;46.545006;55890;53581552;7;2
6.601333;46.562996;55891;53581572;24;1
6.939338;46.823157;318060;56191859;52;1
6.608537;46.773556;55892;53661806;26;1
6.615103;46.60088;55893;53691614;30;1
6.616143;46.532518;55894;53691538;24;2
6.652651;46.531876;219750;53971537;34;3
6.610847;46.537877;55895;53651544;97;6
6.617112;46.8123;55896;53731849;25;1
6.61845;46.810511;55897;53741847;6;1
6.624347;46.59375;55898;53761606;8;0
6.614533;46.809583;55899;53711846;17;0
6.260464;46.463713;318067;50951465;3;1
6.991092;46.903431;186984;56591948;3;0
6.614451;46.81498;55900;53711852;4;0
6.623435;46.567655;55901;53751577;6;0
6.629405;46.517319;55902;53791521;115;4
6.628169;46.512813;55903;53781516;136;9
6.623119;46.848327;55904;53781889;11;2
6.952443;46.823214;154218;56291859;17;0
6.630951;46.588399;55905;53811600;8;0
6.627037;46.588371;55906;53781600;6;0
6.627455;46.560487;55907;53781569;14;0
6.843757;46.45927;318076;55431455;262;5
6.630605;46.786308;55908;53831820;68;2
6.632859;46.547931;55909;53821555;16;2
6.637808;46.654119;55910;53871673;3;1
6.644551;46.639772;55911;53921657;46;6
6.640025;46.769282;55912;53901801;354;2
6.989749;46.907024;219768;56581952;3;1
6.648635;46.539045;55913;53941545;18;2
6.645288;46.76752;55914;53941799;42;2
6.65282;46.520182;55915;53971524;24;0
6.64899;46.514758;55916;53941518;138;2
6.629458;46.775505;219771;53821808;160;1
6.646477;46.686565;55917;53941709;22;1
6.648986;46.693779;55918;53961717;3;1
6.639998;46.771081;252545;53901803;12;1
6.649228;46.766648;55919;53971798;3;1
6.651151;46.54536;55920;53961552;110;0
6.327015;46.456287;219776;51461456;24;1
6.650266;46.516566;55921;53951520;9;4
6.932752;46.826727;285319;56141863;3;0
6.653419;46.568765;55922;53981578;3;0
6.507395;46.640533;154236;52871659;3;0
7.017746;46.348501;285320;56761331;4;1
6.654806;46.833255;55923;54021872;46;0
7.103199;46.394664;252550;57421382;7;1
6.661555;46.547231;55924;54041554;6;0
6.657936;46.617375;55925;54021632;28;1
6.662768;46.553536;55926;54051561;4;1
6.665915;46.515774;55927;54071519;13;2
6.668636;46.507696;55928;54091510;159;1
6.668044;46.732592;55929;54111760;7;0
6.897233;46.448743;154242;55841443;45;2
6.68174;46.502387;187014;54191504;3;4
6.666693;46.552663;55931;54081560;9;2
6.66504;46.759559;55932;54091790;5;0
6.777142;46.798046;154246;54951832;3;0
6.669313;46.735299;55933;54121763;28;1
6.662691;46.558933;55934;54051567;11;1
6.677604;46.518552;55936;54161522;99;3
6.886798;46.706872;318105;55781730;4;0
6.834496;46.472715;252563;55361470;15;10
6.67369;46.611184;55937;54141625;5;0
6.67515;46.50774;55938;54141510;23;2
6.675049;46.514936;55939;54141518;67;3
6.722998;46.535039;219796;54511540;19;0
6.691056;46.771427;55941;54291803;12;0
6.686187;46.838864;55942;54261878;32;0
6.682563;46.630135;55943;54211646;5;1
6.16316;46.449167;187028;50201450;3;1
6.685523;46.511408;55944;54221514;34;1
6.682616;46.532979;55945;54201538;4;1
